bin valid fake clones missed
45.7 2 1 0 1
45.8 2 0 0 0
45.9 2 0 1 0
46 3 1 0 0
46.2 1 0 1 1
46.3 1 2 0 0
46.4 2 1 0 0
46.5 0 0 0 1
46.6 3 1 0 0
46.7 2 0 1 0
46.8 2 0 0 0
46.9 1 0 0 0
47 2 0 0 0
47.2 0 1 0 1
47.3 1 0 0 0
47.4 2 0 0 0
47.5 1 1 1 0
47.6 0 0 1 0
47.7 0 0 0 1
47.8 3 0 0 0
47.9 0 1 0 0
48 1 0 1 0
48.1 1 0 0 1
48.2 1 1 0 0
48.3 2 0 0 0
48.4 2 0 1 1
48.6 0 1 0 0
48.7 1 0 0 0
48.8 2 0 1 0
48.9 2 0 0 0
49 1 0 0 0
49.1 2 2 1 0
49.2 3 0 0 0
49.4 2 1 2 0
49.5 1 1 0 0
49.7 1 0 0 0
49.8 3 0 0 0
49.9 2 0 0 0
50 1 0 0 0
50.1 1 0 1 1
50.2 2 0 0 0
50.4 1 0 0 0
50.5 0 1 0 0
50.6 1 1 1 0
50.7 1 0 2 0
50.8 2 1 0 1
51.1 1 0 0 0
51.2 1 2 0 0
51.3 2 1 0 0
51.4 0 0 1 0
51.5 1 0 0 0
51.6 2 0 0 0
51.8 2 2 0 0
51.9 1 0 0 0
52 0 1 0 1
52.1 1 0 1 0
52.2 2 1 0 0
52.3 2 1 0 0
52.4 2 0 0 0
52.5 1 0 0 0
52.6 2 1 0 0
52.8 2 0 0 0
52.9 1 0 0 1
53 0 2 0 0
53.2 2 1 1 0
53.5 2 0 0 1
53.6 0 1 0 1
53.7 0 0 1 1
53.8 0 2 0 0
54.1 0 1 1 0
54.4 1 1 0 0
54.5 0 0 0 1
54.7 0 0 0 1
54.9 1 0 0 0
55.1 0 1 0 0
55.2 0 0 0 1
55.4 3 0 1 0
55.5 1 0 0 0
55.6 3 0 1 0
55.7 1 2 0 1
55.8 2 1 0 0
55.9 1 1 0 0
56 1 0 0 0
56.3 3 0 0 0
56.5 2 1 0 0
56.6 0 1 0 0
56.7 0 1 1 0
56.8 3 0 0 1
56.9 1 0 0 0
57 0 1 0 0
57.1 1 0 0 1
57.2 1 0 0 0
57.3 0 1 0 0
57.4 2 0 0 0
57.7 2 1 0 0
57.8 1 0 0 0
57.9 0 1 0 0
58 0 0 1 0
58.1 0 1 0 0
58.2 1 1 1 0
58.3 1 0 0 0
58.4 3 0 0 0
58.5 0 0 0 1
58.7 1 0 0 0
58.8 1 0 1 1
58.9 2 0 0 1
59 2 1 1 0
59.2 1 0 0 0
59.3 2 0 0 0
59.4 1 0 0 0
59.5 1 0 0 0
59.7 1 0 0 0
59.9 1 0 0 0
60.1 4 0 0 0
60.2 0 1 0 0
60.3 3 0 1 0
60.4 2 0 1 0
60.7 2 0 0 0
60.9 0 0 0 1
61.1 0 1 0 0
61.5 1 0 0 0
61.7 0 1 0 1
61.9 1 2 0 0
62 1 0 0 0
62.4 1 0 0 0
62.5 1 0 0 0
62.7 0 1 0 0
62.8 0 1 1 0
63 1 1 0 0
63.1 2 0 0 2
63.4 0 2 0 0
63.6 1 0 0 1
63.7 2 0 0 0
63.8 1 0 0 0
63.9 0 1 0 0
64.1 0 0 1 0
64.3 0 1 0 0
64.4 0 0 1 0
64.7 2 0 0 0
64.8 2 1 0 0
64.9 1 1 0 0
65 2 1 0 0
65.1 0 0 0 1
65.2 1 3 0 0
65.7 2 1 0 0
65.9 2 0 0 0
66 0 1 0 0
66.2 2 0 0 1
66.4 2 0 0 0
66.5 3 0 0 0
66.6 0 0 1 0
66.7 1 0 1 0
66.8 0 1 0 0
67.1 2 0 0 0
67.2 0 0 1 0
67.4 2 0 0 0
67.6 0 0 2 0
67.7 2 0 0 0
67.8 0 0 1 0
67.9 1 0 0 0
68.1 1 0 0 0
68.3 0 0 0 1
68.5 1 0 1 0
68.6 0 1 1 1
68.8 1 0 0 0
68.9 2 0 0 1
69 1 0 0 0
69.1 0 2 0 0
69.2 1 0 0 0
69.3 1 1 0 1
69.4 1 0 0 0
69.6 1 1 0 0
69.7 0 1 0 0
69.9 1 1 0 0
70 0 1 0 0
70.1 0 0 1 0
70.2 1 0 0 0
70.3 1 0 0 0
70.4 2 0 0 1
70.5 0 1 0 0
70.6 0 1 0 0
70.8 0 2 0 0
70.9 0 0 0 1
71.1 0 1 0 0
71.2 1 0 0 0
71.3 1 0 0 0
71.4 0 1 0 0
71.5 1 0 0 0
71.9 0 1 0 0
72 1 0 0 0
72.2 1 0 0 0
72.3 0 0 0 1
72.4 2 0 0 0
72.6 0 1 1 0
72.7 1 0 0 0
72.8 1 1 0 0
72.9 0 0 1 0
73.1 0 0 1 0
73.2 0 0 1 0
73.3 0 1 0 1
73.5 1 0 1 0
73.8 0 0 1 0
73.9 1 0 0 0
74.3 2 0 0 0
74.4 1 2 0 0
74.5 1 0 0 0
74.7 1 0 0 0
74.8 1 0 0 0
75 0 1 0 0
75.1 0 0 1 0
75.4 1 0 0 0
75.8 1 0 0 0
76 1 0 0 0
76.1 2 1 0 0
76.2 1 2 0 0
76.3 2 0 0 0
76.6 1 1 0 0
76.9 3 1 0 0
77.1 0 1 0 0
77.2 2 0 0 0
77.7 1 0 0 0
77.8 1 0 0 0
77.9 2 0 0 0
78.3 1 0 0 0
78.4 1 0 0 0
78.5 1 1 0 0
78.6 1 0 0 0
78.7 0 1 0 0
78.8 1 0 0 0
79.1 0 0 0 1
79.4 1 0 0 0
79.5 1 1 0 0
79.7 0 0 0 1
80.1 1 0 0 0
80.3 0 1 0 0
80.4 0 0 1 0
80.5 2 0 0 0
80.8 0 0 1 0
80.9 1 1 0 0
81 1 0 0 0
81.1 1 0 0 0
81.2 0 1 0 0
81.4 0 1 0 0
81.6 0 1 0 0
81.8 1 0 0 0
81.9 1 1 0 0
82.4 1 0 0 0
82.9 1 0 0 0
83 0 0 0 1
83.3 1 0 1 0
83.4 1 0 0 0
83.5 1 0 0 0
83.9 1 0 0 0
84.3 1 0 1 0
84.4 1 0 0 0
84.5 1 0 0 0
84.7 0 1 0 0
84.9 1 0 0 0
85.3 0 1 1 0
85.5 1 0 0 0
85.7 1 0 0 0
85.8 0 1 0 0
86.1 3 0 0 0
86.2 0 1 0 0
86.7 0 0 0 1
86.8 1 0 0 0
87.1 0 1 0 0
87.3 2 0 0 0
87.5 1 0 0 0
87.7 1 0 1 0
87.8 0 1 0 0
87.9 0 1 0 0
88 1 0 0 0
88.2 2 0 0 0
88.4 0 1 0 0
88.5 1 0 0 0
88.6 1 0 0 0
88.8 0 0 2 0
89 1 0 0 0
89.4 0 0 1 0
89.5 0 1 0 0
90.3 1 0 0 0
90.6 1 0 0 0
90.9 0 1 0 0
91.1 0 0 2 0
91.4 3 0 0 0
91.5 0 1 0 0
91.9 1 0 0 0
92 1 0 0 0
92.1 1 0 0 0
92.5 1 0 1 0
92.6 0 2 1 0
92.7 0 0 1 0
92.9 2 0 0 0
93.3 0 0 0 1
93.8 1 1 0 0
93.9 1 0 0 1
94.1 1 0 0 0
94.8 0 1 0 0
94.9 0 1 0 0
95.3 0 0 1 0
95.7 1 0 0 0
95.9 0 1 0 0
96.2 1 0 0 0
96.3 1 0 0 0
96.9 0 0 1 1
97.7 1 0 0 0
97.8 0 1 0 0
97.9 1 0 0 0
98 3 0 0 0
98.3 0 0 1 0
98.5 1 0 1 0
99 0 2 0 0
99.1 2 0 0 0
99.2 1 0 0 0
99.4 1 0 0 0
100.2 0 0 1 0
100.5 1 0 1 0
100.8 2 0 0 0
101 1 0 0 0
101.4 0 1 0 0
101.6 1 0 1 0
102.1 0 2 0 0
102.4 0 1 0 0
102.8 1 0 0 0
103 0 1 0 0
103.1 1 1 0 0
103.3 0 1 0 0
103.4 1 0 0 0
103.7 1 1 0 0
104.1 1 0 0 0
104.4 0 1 0 0
105.3 0 1 0 0
105.8 0 1 0 0
105.9 0 0 0 1
106.6 1 0 0 0
106.8 0 0 1 0
107.2 2 0 0 0
107.6 0 0 1 0
107.8 3 0 0 0
108 1 0 0 0
108.1 1 1 0 0
108.2 1 0 0 0
108.3 1 0 0 0
108.7 1 0 0 1
109.1 1 0 0 0
109.3 1 0 0 0
109.4 1 0 0 0
109.8 0 1 0 0
109.9 1 0 0 0
110.1 0 1 0 0
112.5 1 0 0 0
112.6 0 1 0 0
113 1 1 0 0
113.6 2 0 0 0
114.2 1 0 0 0
114.4 0 0 0 1
115 0 0 0 1
116 1 0 0 0
116.1 1 0 0 0
116.6 0 1 0 0
116.8 1 0 0 0
117.8 0 1 0 0
119.6 0 1 0 0
119.9 1 0 0 0
120.3 0 1 0 0
120.7 1 0 0 0
121.1 1 0 0 0
121.7 1 0 0 0
121.8 1 0 0 0
121.9 2 0 1 0
122.1 0 1 0 0
123.1 0 0 1 0
123.5 1 0 0 0
123.7 0 0 0 1
124.4 1 0 0 0
125 0 0 1 0
125.2 0 0 0 1
125.6 0 1 0 0
127.2 1 0 0 0
127.7 0 1 0 0
127.9 2 0 0 0
128.8 0 1 0 0
128.9 1 0 0 0
129.1 1 0 0 0
130.5 1 0 0 0
130.6 0 0 0 1
131.3 0 0 1 0
131.5 1 0 0 0
132.1 1 0 0 0
132.7 1 0 1 0
133.9 1 0 0 0
134 1 0 0 0
134.2 1 1 0 0
134.4 1 1 0 0
134.6 1 0 0 0
135 1 0 0 0
135.7 0 1 0 0
136.1 1 0 0 0
136.2 1 0 0 0
137.7 1 0 1 0
137.8 0 1 0 0
137.9 3 0 0 0
138.1 1 0 0 0
139.1 1 0 0 0
139.2 1 0 0 0
139.4 0 1 0 0
139.5 1 0 0 0
140.3 1 0 0 0
140.8 1 0 0 0
140.9 1 1 0 0
141 1 0 0 0
141.1 1 0 0 0
141.2 1 0 0 0
141.5 2 0 0 0
142 0 1 0 0
142.4 0 1 0 0
143 0 1 0 0
143.5 1 0 0 0
144.8 2 0 0 0
145.8 0 0 1 0
146.8 0 0 1 0
146.9 1 0 0 0
147.5 0 0 0 1
148.3 1 0 0 0
148.4 0 1 0 0
148.5 1 0 0 0
148.6 1 0 0 0
149 0 0 1 0
149.8 1 0 0 0
150.2 1 0 0 0
150.8 1 0 0 0
151.1 0 0 0 1
151.3 1 0 0 0
152.2 0 0 1 0
152.3 1 1 0 0
152.9 0 1 0 0
153 0 0 0 1
154.1 0 1 0 0
154.4 0 0 1 0
156.4 0 0 1 0
158.7 0 0 1 0
158.8 1 0 0 0
159.1 1 0 0 0
159.6 1 0 0 0
160 0 1 0 0
160.8 0 1 0 0
161.4 0 0 1 0
161.6 0 1 0 0
161.9 0 1 0 0
162.6 0 0 1 0
163.2 1 0 0 0
166.8 1 0 0 0
167.1 0 0 1 0
167.8 0 1 0 0
169.8 1 0 0 0
172 0 1 0 0
172.4 1 0 0 0
174.3 1 0 0 0
175.7 1 0 0 0
176 0 0 1 0
178.2 0 1 0 0
178.5 1 0 0 0
179.7 1 0 0 0
179.9 1 1 0 0
180.7 0 0 1 0
181.7 1 0 0 0
182.6 0 1 0 0
182.7 0 1 0 0
186.3 0 1 0 0
187.8 1 0 0 0
189.5 1 0 0 0
190.2 1 0 0 0
192 1 0 0 0
193.7 1 0 0 0
193.9 1 0 0 0
194.6 1 0 0 0
195.2 1 0 0 0
195.3 0 1 0 0
196.2 0 0 1 0
198.6 1 0 0 0
200.8 0 0 0 1
200.9 1 0 0 0
201.4 1 0 0 0
201.5 0 0 1 0
202.7 0 1 0 0
202.8 1 0 0 0
203.6 1 0 0 0
205.1 1 0 0 0
206.2 0 0 1 0
207.3 0 0 1 0
208.1 1 0 0 0
208.5 2 0 0 0
208.8 0 0 1 0
209.6 0 0 1 0
210 1 0 0 0
210.8 0 0 1 0
214.4 1 0 0 0
215.5 0 0 1 0
215.8 0 1 0 0
216 1 0 0 0
217.5 0 0 1 0
218.3 0 0 1 0
218.9 1 0 0 0
219.3 0 1 0 0
220.1 1 0 0 0
223.1 0 1 0 0
224.7 1 0 0 0
225.4 1 0 0 0
225.5 0 1 0 0
227.5 0 1 0 0
230.8 1 0 0 0
231 1 0 0 0
233.8 1 0 0 0
235.6 0 0 1 0
235.7 0 1 0 0
235.8 0 0 1 0
236.1 1 0 0 0
240.7 1 0 0 0
241.8 0 1 0 0
242.5 1 0 0 0
244.9 0 1 0 0
247.9 1 0 0 0
248.9 1 0 0 0
250.9 0 1 0 0
251.1 1 0 0 0
259.2 0 1 0 0
261.1 1 0 0 0
261.6 1 0 0 0
262.8 1 0 0 0
263.2 1 0 0 0
263.4 0 1 0 0
266.5 1 0 0 0
267.3 1 0 0 0
274.8 0 1 0 0
278.5 0 0 1 0
279 1 0 0 0
280 1 0 0 0
286.1 1 0 0 0
287.1 1 0 0 0
289.7 1 0 0 0
293.6 1 0 0 0
296.7 1 0 0 0
299.5 0 1 0 0
307.8 1 0 0 0
308.4 1 0 0 0
308.9 1 0 0 0
311 0 1 0 0
312.3 0 1 0 0
312.8 0 0 1 0
319.4 1 0 0 0
322.5 1 0 0 0
329.3 1 0 0 0
337 1 0 0 0
337.8 1 0 0 0
342.7 1 0 0 0
342.9 1 0 0 0
344.6 0 1 0 0
344.7 0 1 0 0
352 0 0 1 0
354.5 1 0 0 0
366.1 0 1 0 0
373 0 1 0 0
383.4 1 0 0 0
395 0 0 1 0
400.5 0 1 0 0
405.7 0 0 1 0
406.7 0 0 1 0
412 1 0 0 0
416.2 0 1 0 0
416.6 0 2 0 0
431 1 0 0 0
434.7 1 0 0 0
435.6 1 0 0 0
443.4 0 1 0 0
443.9 1 0 0 0
445.7 1 0 0 0
449.2 0 1 0 0
466.4 1 0 0 0
474 0 1 0 0
475.2 1 0 0 0
482 0 0 1 0
487.4 1 0 0 0
491.5 0 0 1 0
495.7 0 0 1 0
497.4 1 0 0 0
499.4 0 1 0 0
502.9 0 1 0 0
503.8 0 1 0 0
511.9 1 0 0 0
523.3 0 1 0 0
529.9 1 0 0 0
578.2 0 1 0 0
581.9 0 1 0 0
596.5 1 0 0 0
605.5 1 0 0 0
633.8 1 0 0 0
671.3 0 0 1 0
672.1 1 0 0 0
676.4 1 0 0 0
687.3 1 0 0 0
697.2 1 0 0 0
701.4 0 1 0 0
725.3 0 0 1 0
729.1 1 0 0 0
748.5 1 0 0 0
778 1 0 0 0
829.5 0 1 0 0
833.8 0 1 0 0
838.3 0 1 0 0
845.6 1 0 0 0
850 0 1 0 0
852.5 1 0 0 0
888.4 0 0 1 0
902.8 1 1 0 0
902.9 0 1 0 0
941.9 1 0 0 0
948.6 1 0 0 0
984.4 1 0 0 0
1001.6 1 0 0 0
1015.2 1 0 0 0
1047.3 0 1 0 0
1052.7 0 1 0 0
1064.9 1 0 0 0
1076.2 0 1 0 0
1153.6 1 0 0 0
1190.8 0 1 0 0
1194.3 0 1 0 0
1267.9 1 0 0 0
1273.8 1 0 0 0
1308.1 0 0 1 0
1382.1 1 0 0 0
1424.8 1 0 0 0
1461.6 1 0 0 0
1466.3 0 1 0 0
1509.9 1 0 0 0
1562.5 1 0 0 0
1779.6 0 0 0 1
1781.6 0 1 0 0
1879.8 1 0 0 0
1928.7 0 1 0 0
1961.6 1 0 0 0
1963.8 1 0 0 0
1970.7 1 0 0 0
1976.1 1 0 0 0
2009.1 1 0 0 0
2302.9 1 0 0 0
2476.8 1 0 0 0
3171 1 0 0 0
6960.9 1 0 0 0
7487.5 1 0 0 0
8189.1 1 0 0 0
8719.8 1 0 0 0
