bin valid fake clones missed
12.3 131 681 32 15
12.4 148 732 22 10
12.5 119 642 39 15
12.6 113 627 38 18
12.7 117 590 29 18
12.8 129 616 33 15
12.9 114 586 32 13
13 98 691 37 16
13.1 127 581 33 9
13.2 126 663 41 10
13.3 109 476 29 9
13.4 122 557 29 3
13.5 126 543 23 15
13.6 107 537 31 16
13.7 113 558 21 5
13.8 100 554 29 7
13.9 107 544 37 7
14 98 505 34 6
14.1 106 487 18 8
14.2 95 498 27 10
14.3 96 438 24 8
14.4 97 479 27 9
14.5 98 517 29 11
14.6 90 477 20 15
14.7 95 443 22 9
14.8 88 436 29 8
14.9 75 498 24 7
15 87 463 23 11
15.1 96 385 27 7
15.2 66 461 33 12
15.3 87 378 33 8
15.4 83 442 26 5
15.5 88 414 14 9
15.6 75 438 25 14
15.7 70 408 27 12
15.8 64 472 22 12
15.9 58 389 24 5
16 100 376 33 10
16.1 70 357 15 11
16.2 69 435 19 9
16.3 74 378 16 12
16.4 79 368 24 9
16.5 66 402 19 5
16.6 64 365 15 10
16.7 68 367 22 10
16.8 87 354 18 5
16.9 66 376 21 10
17 70 332 15 4
17.1 56 327 13 10
17.2 67 353 12 10
17.3 62 290 26 10
17.4 70 381 25 6
17.5 54 312 18 4
17.6 55 352 18 12
17.7 57 344 13 6
17.8 56 352 15 3
17.9 39 314 28 12
18 59 336 16 4
18.1 60 287 23 9
18.2 73 330 20 20
18.3 50 254 21 6
18.4 46 291 14 9
18.5 53 279 19 7
18.6 52 301 19 4
18.7 54 341 17 6
18.8 47 306 20 9
18.9 36 291 13 6
19 49 258 9 5
19.1 51 311 8 7
19.2 45 249 11 3
19.3 59 295 11 9
19.4 46 269 17 8
19.5 30 246 13 8
19.6 51 296 16 7
19.7 47 285 9 11
19.8 39 309 17 2
19.9 36 231 10 4
20 33 281 20 6
20.1 50 279 13 9
20.2 37 267 6 3
20.3 48 235 15 6
20.4 35 227 9 2
20.5 44 228 9 6
20.6 36 268 8 1
20.7 38 236 11 2
20.8 33 262 11 1
20.9 30 245 8 5
21 45 233 13 11
21.1 42 242 9 7
21.2 37 247 3 4
21.3 28 197 11 7
21.4 44 224 15 5
21.5 42 223 8 9
21.6 26 279 11 7
21.7 42 216 7 3
21.8 30 221 12 0
21.9 39 267 13 1
22 39 247 13 4
22.1 36 217 12 4
22.2 15 211 4 7
22.3 36 224 7 8
22.4 36 194 5 7
22.5 26 204 9 2
22.6 32 220 14 3
22.7 37 194 3 3
22.8 31 150 3 2
22.9 28 158 11 5
23 41 171 15 0
23.1 30 205 10 4
23.2 24 180 9 6
23.3 38 193 7 1
23.4 29 207 6 6
23.5 22 219 2 6
23.6 32 202 14 5
23.7 34 147 8 2
23.8 23 194 6 5
23.9 27 155 10 7
24 26 174 7 3
24.1 19 175 10 1
24.2 38 149 10 4
24.3 29 198 7 1
24.4 27 157 5 5
24.5 27 181 7 0
24.6 27 163 3 2
24.7 20 190 7 4
24.8 14 156 7 0
24.9 22 160 3 3
25 27 151 5 5
25.1 28 164 6 2
25.2 18 171 7 1
25.3 18 187 4 9
25.4 27 179 10 1
25.5 22 182 7 7
25.6 22 139 3 3
25.7 30 196 4 5
25.8 27 170 6 6
25.9 16 165 7 2
26 24 153 1 2
26.1 21 115 7 4
26.2 25 140 6 3
26.3 16 133 4 3
26.4 20 157 2 3
26.5 18 133 5 4
26.6 25 163 7 4
26.7 15 142 7 1
26.8 18 163 9 2
26.9 14 158 3 1
27 18 159 7 0
27.1 25 133 5 3
27.2 26 178 6 1
27.3 23 142 8 1
27.4 24 140 4 2
27.5 20 122 6 1
27.6 21 178 7 1
27.7 24 120 3 6
27.8 28 141 2 4
27.9 14 136 3 1
28 15 166 4 3
28.1 26 127 9 1
28.2 11 147 3 2
28.3 10 129 5 1
28.4 17 129 4 0
28.5 18 115 7 4
28.6 18 132 13 3
28.7 20 158 1 2
28.8 16 107 3 4
28.9 20 125 5 3
29 14 123 3 1
29.1 8 117 5 6
29.2 17 113 3 1
29.3 17 118 4 5
29.4 18 118 6 3
29.5 16 116 4 2
29.6 10 135 4 2
29.7 18 115 7 4
29.8 13 110 1 0
29.9 21 136 2 0
30 11 129 8 0
30.1 17 80 3 1
30.2 14 127 2 1
30.3 13 110 3 2
30.4 8 101 1 2
30.5 12 109 7 2
30.6 17 115 3 1
30.7 9 105 5 2
30.8 11 109 0 4
30.9 12 106 0 1
31 14 94 6 0
31.1 14 131 4 3
31.2 15 109 3 6
31.3 19 94 2 0
31.4 17 118 2 0
31.5 12 103 1 3
31.6 13 105 7 0
31.7 12 105 2 1
31.8 15 102 3 1
31.9 14 90 6 1
32 15 97 5 0
32.1 14 104 2 2
32.2 13 99 6 0
32.3 11 102 2 0
32.4 19 116 8 2
32.5 11 117 5 5
32.6 10 104 2 6
32.7 9 125 7 0
32.8 6 93 4 2
32.9 14 91 1 4
33 7 85 3 2
33.1 8 88 5 0
33.2 7 76 2 5
33.3 12 78 5 2
33.4 4 113 1 1
33.5 10 87 4 6
33.6 12 86 3 5
33.7 15 98 7 0
33.8 8 112 1 0
33.9 9 108 5 4
34 13 97 4 3
34.1 10 102 4 1
34.2 8 74 2 1
34.3 7 66 6 0
34.4 12 76 4 0
34.5 10 74 2 0
34.6 7 76 2 0
34.7 17 90 4 2
34.8 11 80 4 1
34.9 12 88 4 4
35 10 88 2 1
35.1 9 74 4 3
35.2 11 93 4 2
35.3 7 84 3 2
35.4 10 90 5 2
35.5 5 100 4 1
35.6 15 83 1 0
35.7 6 91 3 0
35.8 9 98 6 4
35.9 4 50 2 1
36 8 82 4 3
36.1 8 84 4 4
36.2 11 74 6 0
36.3 8 83 5 0
36.4 10 68 2 4
36.5 15 89 3 0
36.6 9 109 2 0
36.7 9 86 3 0
36.8 2 60 1 0
36.9 6 116 3 4
37 11 69 2 0
37.1 10 66 0 3
37.2 10 92 0 0
37.3 8 68 6 0
37.4 10 76 1 1
37.5 8 130 4 5
37.6 6 76 3 0
37.7 3 77 5 0
37.8 10 69 2 1
37.9 12 71 4 3
38 9 63 0 1
38.1 9 74 6 1
38.2 12 70 1 1
38.3 8 68 6 0
38.4 10 77 1 0
38.5 6 72 6 0
38.6 10 51 2 0
38.7 8 69 0 3
38.8 9 84 1 0
38.9 11 64 0 0
39 8 43 3 1
39.1 6 75 8 6
39.2 7 49 3 0
39.3 9 70 4 2
39.4 3 61 5 0
39.5 12 70 4 0
39.6 8 67 3 2
39.7 2 61 2 0
39.8 8 62 1 0
39.9 7 58 1 0
40 8 85 3 0
40.1 6 59 2 0
40.2 8 66 5 2
40.3 4 40 7 0
40.4 5 74 1 0
40.5 3 60 1 1
40.6 5 50 2 0
40.7 2 63 1 1
40.8 9 67 1 0
40.9 5 63 3 1
41 9 59 0 0
41.1 12 64 2 0
41.2 8 72 2 1
41.3 11 60 1 0
41.4 2 37 2 0
41.5 10 68 3 1
41.6 6 47 1 2
41.7 4 60 2 2
41.8 7 50 1 0
41.9 10 59 1 2
42 10 60 4 0
42.1 6 67 0 0
42.2 4 65 2 0
42.3 4 56 3 2
42.4 6 51 3 0
42.5 4 44 3 0
42.6 2 58 2 2
42.7 7 58 2 0
42.8 5 52 3 0
42.9 9 55 2 0
43 4 56 1 0
43.1 8 59 2 0
43.2 3 54 2 0
43.3 3 56 2 0
43.4 2 45 0 1
43.5 4 54 3 0
43.6 4 53 1 3
43.7 10 39 4 0
43.8 5 82 3 0
43.9 5 38 2 0
44 3 51 6 0
44.1 5 77 0 0
44.2 5 65 2 2
44.3 6 52 4 0
44.4 4 55 0 0
44.5 7 37 0 0
44.6 5 76 1 0
44.7 4 51 2 0
44.8 4 47 0 0
44.9 2 52 1 0
45 6 46 1 0
45.1 2 55 0 1
45.2 3 82 4 0
45.3 4 50 2 0
45.4 6 56 2 0
45.5 4 43 1 3
45.6 3 36 0 0
45.7 7 47 1 2
45.8 4 64 3 0
45.9 9 63 1 0
46 6 37 1 0
46.1 4 44 0 0
46.2 2 41 3 2
46.3 1 58 2 0
46.4 3 45 2 0
46.5 4 48 0 2
46.6 8 38 3 1
46.7 5 62 5 1
46.8 5 34 0 0
46.9 5 44 2 0
47 6 56 1 0
47.1 0 50 1 0
47.2 4 51 0 2
47.3 7 45 1 0
47.4 4 58 0 0
47.5 5 38 1 0
47.6 2 39 1 0
47.7 3 48 0 3
47.8 5 47 1 0
47.9 3 32 3 0
48 5 40 3 1
48.1 6 41 2 1
48.2 3 53 2 0
48.3 4 35 3 0
48.4 7 42 1 1
48.5 1 30 0 0
48.6 2 31 0 0
48.7 6 38 3 1
48.8 5 20 1 1
48.9 3 36 2 0
49 3 27 1 0
49.1 4 52 5 0
49.2 4 34 1 0
49.3 6 51 9 0
49.4 5 44 2 0
49.5 3 52 3 0
49.6 3 67 3 0
49.7 3 49 0 0
49.8 8 51 0 0
49.9 4 32 1 1
50 4 26 0 0
50.1 3 41 2 2
50.2 5 56 0 0
50.3 5 35 1 0
50.4 3 30 2 0
50.5 5 59 3 0
50.6 4 29 2 0
50.7 6 40 3 0
50.8 6 41 1 1
50.9 2 27 3 0
51 1 43 3 0
51.1 4 34 0 0
51.2 3 48 1 0
51.3 4 56 0 0
51.4 0 47 1 2
51.5 6 32 3 0
51.6 5 34 2 0
51.7 1 29 1 0
51.8 4 35 1 0
51.9 4 38 0 0
52 4 48 0 1
52.1 4 19 1 0
52.2 8 31 2 0
52.3 9 47 1 0
52.4 6 36 0 1
52.5 3 21 1 0
52.6 3 42 1 0
52.7 1 29 1 0
52.8 6 34 1 0
52.9 5 41 1 2
53 2 44 1 0
53.1 2 41 0 0
53.2 5 29 1 0
53.3 2 38 0 0
53.4 4 33 0 0
53.5 4 36 1 2
53.6 2 27 1 2
53.7 3 47 1 2
53.8 2 32 2 0
53.9 3 35 0 0
54 4 25 2 0
54.1 2 30 2 0
54.2 1 41 1 0
54.3 2 25 2 0
54.4 1 28 1 0
54.5 4 47 0 2
54.6 2 41 0 1
54.7 2 55 0 1
54.8 3 28 1 0
54.9 3 37 2 1
55 1 30 2 0
55.1 2 37 1 0
55.2 1 36 2 1
55.3 1 37 0 0
55.4 5 25 1 1
55.5 1 48 0 0
55.6 7 28 4 0
55.7 2 26 0 2
55.8 6 29 1 0
55.9 3 41 1 0
56 1 49 0 0
56.1 2 41 1 0
56.2 1 27 1 0
56.3 6 27 0 0
56.4 1 32 1 1
56.5 5 41 2 0
56.6 0 31 1 0
56.7 2 39 1 0
56.8 6 18 1 2
56.9 6 37 1 0
57 3 36 0 1
57.1 3 41 0 2
57.2 3 16 1 0
57.3 2 38 0 0
57.4 6 25 0 0
57.5 0 30 1 0
57.6 1 25 0 0
57.7 6 21 0 0
57.8 1 28 1 0
57.9 4 35 1 0
58 1 31 1 0
58.1 3 36 0 0
58.2 4 23 2 0
58.3 4 34 0 0
58.4 5 42 1 0
58.5 2 40 0 4
58.6 2 28 3 0
58.7 1 26 0 0
58.8 1 32 1 2
58.9 3 40 0 1
59 5 35 2 0
59.1 4 32 1 0
59.2 2 44 0 0
59.3 2 34 0 0
59.4 3 41 1 0
59.5 1 25 1 0
59.6 2 30 0 0
59.7 1 27 1 0
59.8 1 24 1 0
59.9 4 28 0 0
60 2 38 0 1
60.1 7 29 1 0
60.2 3 25 2 0
60.3 5 49 3 0
60.4 7 33 4 0
60.5 2 42 1 0
60.6 2 18 0 0
60.7 5 25 0 0
60.8 0 28 2 0
60.9 2 25 2 1
61 3 23 1 1
61.1 1 25 1 1
61.2 2 28 0 0
61.3 2 24 0 0
61.4 0 17 2 0
61.5 3 28 0 0
61.6 0 34 0 0
61.7 4 16 1 2
61.8 0 35 0 1
61.9 2 20 2 0
62 5 26 0 0
62.1 2 32 0 0
62.2 0 27 0 0
62.3 2 24 0 0
62.4 2 26 0 0
62.5 1 23 1 0
62.6 1 31 0 0
62.7 2 34 1 0
62.8 2 33 4 0
62.9 3 23 1 0
63 4 20 2 0
63.1 3 26 0 3
63.2 3 32 1 0
63.3 0 23 0 0
63.4 1 23 0 0
63.5 2 35 0 0
63.6 2 21 0 2
63.7 2 30 0 0
63.8 2 30 0 0
63.9 2 20 1 0
64 0 18 0 0
64.1 0 40 2 0
64.2 1 27 0 0
64.3 2 26 1 0
64.4 1 21 1 0
64.5 2 21 0 0
64.6 3 19 0 0
64.7 4 27 1 0
64.8 2 24 1 1
64.9 2 25 0 0
65 4 26 4 1
65.1 0 31 0 2
65.2 2 39 1 0
65.3 1 15 1 0
65.4 2 19 0 0
65.5 2 30 0 0
65.6 1 13 0 0
65.7 4 24 0 0
65.8 4 43 0 0
65.9 2 14 2 0
66 2 30 2 0
66.1 5 31 0 0
66.2 3 23 0 2
66.3 1 28 0 0
66.4 3 19 0 0
66.5 7 19 2 0
66.6 3 18 2 0
66.7 3 13 2 1
66.8 1 6 1 1
66.9 1 25 2 0
67 2 28 2 0
67.1 4 24 1 0
67.2 1 34 1 0
67.3 5 28 0 0
67.4 5 15 0 0
67.5 1 22 0 0
67.6 1 19 4 0
67.7 5 32 1 0
67.8 1 24 1 1
67.9 4 32 0 0
68 0 17 3 0
68.1 1 18 0 0
68.2 2 16 0 0
68.3 0 30 0 3
68.4 1 21 1 2
68.5 1 14 2 1
68.6 1 27 1 3
68.7 0 21 1 0
68.8 3 25 0 0
68.9 2 20 2 3
69 2 14 1 0
69.1 2 35 0 1
69.2 2 13 1 0
69.3 4 31 2 1
69.4 6 17 0 0
69.5 1 19 4 0
69.6 1 18 0 0
69.7 1 21 2 0
69.8 0 33 0 0
69.9 1 30 0 0
70 1 20 0 1
70.1 1 29 1 0
70.2 3 29 2 0
70.3 2 16 0 1
70.4 4 20 1 2
70.5 1 29 0 0
70.6 2 20 0 0
70.7 2 25 0 0
70.8 3 22 1 0
70.9 1 15 0 1
71 0 23 1 0
71.1 0 13 0 0
71.2 1 24 1 0
71.3 1 30 0 0
71.4 1 25 0 0
71.5 3 13 0 0
71.6 2 24 0 0
71.7 3 24 0 0
71.8 2 19 2 0
71.9 3 21 1 0
72 3 28 0 0
72.1 0 16 0 0
72.2 4 36 1 0
72.3 0 16 0 3
72.4 2 33 0 0
72.5 1 30 0 0
72.6 1 21 1 0
72.7 4 23 0 0
72.8 1 20 0 0
72.9 1 15 1 1
73 1 24 1 0
73.1 2 18 1 0
73.2 2 19 1 0
73.3 1 27 1 1
73.4 1 22 0 0
73.5 2 26 1 0
73.6 2 23 0 0
73.7 3 21 2 0
73.8 1 18 1 0
73.9 2 28 0 0
74 0 14 1 0
74.1 0 18 0 0
74.2 0 15 0 0
74.3 3 16 1 0
74.4 1 29 1 0
74.5 1 27 1 0
74.6 3 18 1 0
74.7 1 19 0 0
74.8 2 22 0 0
74.9 2 10 1 0
75 1 18 0 0
75.1 0 27 1 0
75.2 0 16 1 0
75.3 2 13 0 0
75.4 5 15 0 0
75.5 2 11 2 0
75.6 1 17 0 0
75.7 0 21 0 0
75.8 1 16 0 0
75.9 0 17 1 0
76 2 19 0 0
76.1 4 15 0 0
76.2 1 24 0 0
76.3 3 26 0 0
76.4 1 15 0 0
76.5 1 13 0 0
76.6 2 16 0 0
76.7 1 13 1 0
76.8 1 13 0 3
76.9 4 29 0 0
77 0 32 0 0
77.1 1 10 0 0
77.2 3 10 1 0
77.3 0 12 0 0
77.4 1 22 0 0
77.5 0 13 0 0
77.6 0 9 0 0
77.7 2 11 1 0
77.8 2 21 1 0
77.9 4 13 0 0
78 1 12 0 0
78.1 1 29 1 0
78.2 2 17 2 0
78.3 2 16 1 0
78.4 1 11 3 0
78.5 1 14 0 0
78.6 2 10 0 0
78.7 0 22 0 0
78.8 2 17 0 0
78.9 0 13 1 0
79 2 10 0 0
79.1 1 21 1 2
79.2 0 11 0 0
79.3 0 14 1 0
79.4 6 5 3 0
79.5 3 20 0 0
79.6 3 15 0 0
79.7 2 12 0 1
79.8 1 29 0 0
79.9 0 9 1 0
80 1 17 0 0
80.1 1 15 0 0
80.2 2 20 0 0
80.3 0 14 1 0
80.4 0 23 1 0
80.5 2 20 0 0
80.6 0 10 1 0
80.7 0 11 0 0
80.8 1 21 1 0
80.9 2 10 0 1
81 2 14 0 0
81.1 3 29 4 0
81.2 0 20 0 0
81.3 0 12 0 0
81.4 0 15 0 0
81.5 0 20 1 0
81.6 3 15 0 0
81.7 2 27 3 0
81.8 2 18 0 0
81.9 3 16 0 0
82 1 11 0 0
82.1 2 16 1 0
82.2 2 6 2 0
82.3 1 7 0 0
82.4 1 8 0 0
82.5 1 11 2 0
82.6 1 18 1 0
82.7 2 19 1 0
82.8 0 21 0 0
82.9 2 10 0 0
83 1 15 0 2
83.1 2 17 0 1
83.2 1 18 2 0
83.3 3 12 1 0
83.4 1 10 0 0
83.5 1 28 0 0
83.6 2 13 0 0
83.7 0 10 0 0
83.8 1 16 0 0
83.9 2 9 0 0
84 1 16 0 0
84.1 0 14 0 2
84.2 2 9 0 0
84.3 1 15 1 0
84.4 1 12 0 0
84.5 1 15 0 0
84.6 0 22 1 0
84.7 1 21 2 0
84.8 0 23 0 0
84.9 1 23 0 0
85 1 14 0 0
85.1 0 10 1 0
85.2 1 13 0 0
85.3 1 18 2 0
85.4 0 10 0 0
85.5 1 10 0 0
85.6 0 21 0 0
85.7 1 17 0 0
85.8 0 12 0 0
85.9 0 6 0 0
86 1 15 0 0
86.1 3 8 0 0
86.2 1 13 0 0
86.3 0 20 0 0
86.4 0 21 2 0
86.5 1 11 0 0
86.6 0 15 0 0
86.7 0 19 4 2
86.8 2 14 1 0
86.9 1 9 0 1
87 0 12 0 0
87.1 1 10 0 0
87.2 0 12 1 0
87.3 3 5 0 0
87.4 0 14 0 0
87.5 4 18 1 0
87.6 1 16 0 0
87.7 1 23 1 0
87.8 0 11 0 0
87.9 0 11 0 0
88 1 5 0 0
88.1 0 8 0 0
88.2 2 7 0 0
88.3 0 12 0 0
88.4 0 14 3 0
88.5 2 10 0 0
88.6 2 13 0 0
88.7 1 13 0 0
88.8 1 5 4 0
88.9 0 10 0 0
89 2 16 0 0
89.1 0 17 0 0
89.2 2 8 0 0
89.3 0 14 1 0
89.4 1 28 1 0
89.5 0 10 0 0
89.6 0 17 0 0
89.7 2 14 1 0
89.8 0 15 0 0
89.9 0 8 1 0
90 0 8 0 0
90.1 0 7 1 0
90.2 1 14 0 0
90.3 2 15 0 0
90.4 1 15 1 0
90.5 0 10 0 0
90.6 2 17 0 0
90.7 1 13 0 0
90.8 1 4 0 2
90.9 0 4 1 0
91 2 16 1 0
91.1 0 13 2 1
91.2 0 9 0 0
91.3 0 18 0 0
91.4 3 9 1 0
91.5 0 12 0 0
91.6 0 13 0 0
91.7 0 13 0 0
91.8 1 16 0 0
91.9 1 18 0 0
92 2 9 1 0
92.1 1 11 0 0
92.2 0 14 1 0
92.3 0 16 1 0
92.4 1 9 1 0
92.5 3 13 1 0
92.6 2 24 2 1
92.7 0 12 1 0
92.8 0 7 0 0
92.9 2 9 0 0
93 0 17 0 0
93.1 0 11 0 0
93.2 0 18 0 0
93.3 1 10 0 3
93.4 0 8 0 0
93.5 2 15 1 0
93.6 0 10 1 0
93.7 2 11 1 0
93.8 1 13 1 0
93.9 1 8 1 2
94 0 8 0 0
94.1 1 9 0 0
94.2 0 11 0 0
94.3 1 9 0 0
94.4 0 5 0 0
94.5 0 11 0 0
94.6 0 8 1 0
94.7 1 14 0 0
94.8 0 19 1 0
94.9 1 25 0 0
95 0 8 0 0
95.1 0 14 0 0
95.2 2 6 0 0
95.3 1 9 1 0
95.4 0 11 0 0
95.5 2 8 0 0
95.6 2 15 0 1
95.7 1 10 1 0
95.8 0 12 0 0
95.9 0 9 0 0
96 0 10 0 0
96.1 0 7 0 0
96.2 1 12 0 0
96.3 1 18 0 0
96.4 0 6 0 0
96.5 0 16 1 2
96.6 0 11 0 0
96.7 0 15 0 0
96.8 0 13 1 0
96.9 0 12 1 1
97 0 9 0 0
97.1 1 11 1 0
97.2 1 12 1 0
97.3 0 14 0 0
97.4 0 12 0 0
97.5 0 3 0 0
97.6 0 8 0 0
97.7 1 15 0 0
97.8 1 13 0 0
97.9 1 5 0 0
98 4 10 1 0
98.1 0 9 0 0
98.2 0 17 0 0
98.3 0 4 2 0
98.4 0 9 0 0
98.5 1 13 1 0
98.6 2 4 0 0
98.7 0 33 0 0
98.8 0 10 0 0
98.9 0 14 2 0
99 0 11 0 0
99.1 4 6 0 0
99.2 1 24 1 0
99.3 0 18 0 0
99.4 2 6 0 0
99.5 0 10 0 0
99.6 0 14 0 0
99.7 1 11 0 0
99.8 0 7 0 0
99.9 0 18 0 0
100 2 17 0 0
100.1 1 11 0 0
100.2 0 9 1 0
100.3 0 8 0 0
100.4 0 11 0 0
100.5 1 21 1 0
100.6 0 4 0 0
100.7 0 12 0 0
100.8 2 7 0 0
100.9 0 7 0 0
101 1 4 0 0
101.1 0 14 0 0
101.2 0 10 1 0
101.3 0 6 0 0
101.4 2 15 0 0
101.5 0 6 0 0
101.6 1 8 1 0
101.7 1 12 0 0
101.8 0 7 0 0
101.9 0 14 0 0
102 0 10 0 0
102.1 0 13 0 0
102.2 0 5 0 0
102.3 0 18 0 0
102.4 1 12 0 0
102.5 1 22 0 0
102.6 0 13 0 0
102.7 0 11 0 0
102.8 1 7 0 0
102.9 1 4 0 0
103 1 11 1 0
103.1 1 7 0 0
103.2 0 9 0 0
103.3 0 10 0 0
103.4 1 15 0 0
103.5 0 15 0 0
103.6 0 9 0 0
103.7 1 6 2 0
103.8 0 7 0 0
103.9 0 7 0 0
104 0 6 0 0
104.1 1 10 0 0
104.2 1 8 1 0
104.3 0 9 0 0
104.4 0 4 0 0
104.5 0 14 0 0
104.6 0 9 0 0
104.7 0 7 1 0
104.8 1 5 0 0
104.9 0 22 1 0
105 1 9 0 0
105.1 1 6 1 0
105.2 0 8 1 0
105.3 1 15 0 0
105.4 0 3 0 0
105.5 0 5 0 0
105.6 1 15 0 0
105.7 1 6 0 0
105.8 0 10 0 0
105.9 0 15 0 1
106 0 10 0 0
106.1 0 12 0 0
106.2 1 11 1 0
106.3 1 14 0 0
106.4 0 12 0 0
106.5 0 13 0 0
106.6 1 2 0 1
106.7 0 15 0 0
106.8 0 17 1 0
106.9 0 10 0 0
107 1 5 0 0
107.1 0 4 0 0
107.2 2 7 0 1
107.3 0 9 0 0
107.4 0 13 0 0
107.5 0 6 0 0
107.6 0 10 1 0
107.7 1 7 0 0
107.8 4 5 0 0
107.9 0 10 0 0
108 2 9 0 0
108.1 1 10 0 0
108.2 2 12 0 0
108.3 1 5 0 0
108.4 0 11 0 0
108.5 0 14 0 0
108.6 1 13 1 0
108.7 1 9 1 2
108.8 0 6 0 0
108.9 0 8 0 0
109 0 14 0 0
109.1 2 9 0 0
109.2 0 7 0 0
109.3 1 7 0 0
109.4 3 3 0 0
109.5 0 11 0 0
109.6 0 5 0 0
109.7 0 6 1 0
109.8 0 14 0 0
109.9 1 18 0 0
110 1 8 0 0
110.1 1 7 0 0
110.2 0 14 0 0
110.3 2 4 0 0
110.4 0 5 0 0
110.5 0 6 0 0
110.6 0 5 0 0
110.7 0 9 0 0
110.8 0 6 0 0
110.9 0 9 0 0
111 0 10 0 0
111.1 0 4 0 2
111.2 1 6 0 0
111.3 0 10 0 0
111.4 0 8 0 0
111.5 0 12 1 0
111.6 1 4 1 0
111.7 0 7 0 0
111.8 0 9 0 0
111.9 0 7 0 1
112 0 12 0 0
112.1 2 9 0 0
112.2 0 11 0 0
112.3 0 7 0 0
112.4 0 7 0 0
112.5 1 8 0 0
112.6 0 14 0 0
112.7 0 11 0 0
112.8 0 6 0 0
112.9 0 4 0 0
113 1 14 0 0
113.1 0 7 0 0
113.2 0 2 0 0
113.3 1 6 0 0
113.4 0 6 0 0
113.5 0 8 0 0
113.6 3 8 0 0
113.7 0 5 0 0
113.8 0 16 0 0
113.9 0 3 0 0
114 0 10 0 0
114.1 0 4 0 0
114.2 1 3 0 0
114.3 0 14 0 0
114.4 0 4 0 3
114.5 1 13 0 0
114.6 0 7 0 0
114.7 0 9 0 0
114.8 0 11 0 0
114.9 0 12 0 0
115 0 19 0 2
115.1 0 9 0 0
115.2 0 8 0 0
115.3 0 9 0 0
115.4 0 4 1 0
115.5 0 5 0 0
115.6 0 8 0 0
115.7 0 9 0 0
115.8 1 6 0 0
115.9 0 3 1 0
116 1 7 0 0
116.1 3 5 0 0
116.2 0 6 0 0
116.3 0 4 0 0
116.4 0 1 0 0
116.5 0 5 0 0
116.6 0 10 0 0
116.7 0 1 0 0
116.8 1 8 0 0
116.9 0 6 0 0
117 0 7 0 0
117.1 0 10 2 0
117.2 0 7 0 0
117.3 0 4 3 1
117.4 0 17 1 0
