bin valid fake clones missed
8.6 118 469 39 21
8.7 136 490 33 12
8.8 138 491 29 8
8.9 140 406 44 21
9 127 448 37 16
9.1 127 458 49 15
9.2 127 469 39 7
9.3 98 441 33 13
9.4 103 416 33 12
9.5 116 392 52 8
9.6 118 354 24 12
9.7 107 379 27 13
9.8 95 411 25 18
9.9 111 357 34 9
10 95 362 20 8
10.1 90 372 25 5
10.2 84 336 20 9
10.3 103 403 27 4
10.4 91 323 30 13
10.5 89 308 31 6
10.6 71 308 29 9
10.7 96 334 31 4
10.8 81 300 22 14
10.9 79 341 24 6
11 57 288 21 11
11.1 75 310 21 5
11.2 83 309 23 7
11.3 67 251 20 2
11.4 57 296 20 3
11.5 83 227 26 10
11.6 67 275 24 13
11.7 59 281 25 11
11.8 59 250 21 11
11.9 66 255 18 8
12 82 253 18 7
12.1 59 213 21 9
12.2 78 233 15 8
12.3 59 251 10 11
12.4 49 260 17 9
12.5 52 218 12 6
12.6 41 250 22 9
12.7 48 226 10 2
12.8 42 220 13 5
12.9 57 211 16 8
13 44 207 18 5
13.1 53 222 16 10
13.2 55 240 15 5
13.3 44 176 12 8
13.4 48 196 18 4
13.5 50 199 15 8
13.6 45 188 10 9
13.7 37 193 11 1
13.8 51 204 15 5
13.9 50 208 11 2
14 44 164 12 1
14.1 39 172 5 5
14.2 40 168 9 9
14.3 47 164 10 3
14.4 49 163 12 9
14.5 39 192 11 2
14.6 32 156 12 0
14.7 29 175 13 1
14.8 37 126 6 4
14.9 34 134 8 5
15 39 179 6 3
15.1 36 167 13 1
15.2 38 169 9 7
15.3 30 165 17 1
15.4 29 136 13 2
15.5 38 166 11 1
15.6 39 144 11 3
15.7 33 138 13 2
15.8 34 145 13 5
15.9 39 144 7 6
16 30 131 8 2
16.1 25 149 12 4
16.2 35 143 8 5
16.3 28 160 6 2
16.4 27 169 5 10
16.5 23 151 8 5
16.6 23 152 6 4
16.7 26 111 3 1
16.8 24 155 7 3
16.9 24 107 4 5
17 24 102 7 7
17.1 23 138 7 6
17.2 29 145 5 1
17.3 23 109 7 2
17.4 18 107 5 0
17.5 21 128 6 3
17.6 23 129 5 2
17.7 20 144 2 5
17.8 21 98 1 5
17.9 26 126 11 2
18 16 120 4 0
18.1 27 103 8 1
18.2 19 84 5 4
18.3 21 130 6 0
18.4 12 110 1 1
18.5 21 120 6 3
18.6 14 104 9 5
18.7 20 97 2 3
18.8 22 96 4 3
18.9 12 83 3 1
19 16 90 6 3
19.1 23 109 2 0
19.2 24 112 4 7
19.3 23 110 6 1
19.4 18 112 6 2
19.5 16 87 3 2
19.6 13 108 4 0
19.7 23 79 3 2
19.8 11 93 5 0
19.9 18 75 9 0
20 19 82 7 2
20.1 15 81 1 0
20.2 21 106 9 2
20.3 19 91 2 0
20.4 12 85 2 3
20.5 18 79 6 3
20.6 15 107 4 3
20.7 11 70 7 1
20.8 9 60 3 0
20.9 11 62 1 5
21 12 97 7 0
21.1 18 87 1 1
21.2 10 97 3 1
21.3 18 112 6 1
21.4 17 78 4 0
21.5 14 85 5 3
21.6 18 82 1 2
21.7 10 86 5 0
21.8 14 72 7 2
21.9 12 73 4 0
22 13 70 2 0
22.1 10 89 1 0
22.2 9 82 3 0
22.3 7 66 4 4
22.4 8 94 5 5
22.5 7 82 5 1
22.6 14 69 4 3
22.7 13 111 4 1
22.8 11 91 8 2
22.9 7 65 3 2
23 10 53 3 2
23.1 5 99 4 1
23.2 7 95 4 0
23.3 12 64 1 0
23.4 15 67 7 1
23.5 10 63 3 0
23.6 14 60 3 4
23.7 6 61 4 0
23.8 18 55 11 3
23.9 2 81 4 0
24 13 73 6 0
24.1 9 68 3 0
24.2 10 62 5 0
24.3 6 63 1 0
24.4 5 67 3 1
24.5 12 79 6 1
24.6 7 47 1 3
24.7 7 44 3 1
24.8 9 67 1 3
24.9 5 60 2 3
25 11 73 2 0
25.1 7 50 4 1
25.2 10 61 4 0
25.3 9 54 3 0
25.4 14 64 2 0
25.5 9 58 2 0
25.6 12 58 2 0
25.7 8 53 3 1
25.8 6 63 3 2
25.9 11 51 0 1
26 8 69 1 0
26.1 5 53 3 2
26.2 6 65 0 0
26.3 2 70 0 2
26.4 8 75 4 1
26.5 4 64 2 1
26.6 5 61 1 0
26.7 9 45 0 2
26.8 11 41 4 3
26.9 10 43 3 0
27 6 48 1 0
27.1 8 64 2 0
27.2 4 56 2 0
27.3 9 54 3 1
27.4 6 47 3 0
27.5 3 44 1 0
27.6 5 41 2 0
27.7 5 42 2 2
27.8 8 46 0 0
27.9 6 53 0 0
28 7 60 1 0
28.1 7 50 2 0
28.2 1 46 1 1
28.3 4 60 3 0
28.4 5 32 4 1
28.5 6 38 0 2
28.6 1 39 6 0
28.7 8 58 2 0
28.8 2 56 3 0
28.9 1 41 2 0
29 2 38 1 2
29.1 3 25 0 2
29.2 4 37 2 2
29.3 4 38 3 0
29.4 3 48 1 1
29.5 5 33 3 0
29.6 4 27 2 2
29.7 6 52 3 0
29.8 3 39 0 0
29.9 1 36 2 0
30 9 49 0 0
30.1 3 29 1 2
30.2 5 41 1 0
30.3 5 36 2 0
30.4 3 42 2 0
30.5 7 53 0 0
30.6 2 45 1 0
30.7 4 57 4 0
30.8 4 52 0 3
30.9 2 42 0 0
31 6 46 1 0
31.1 2 26 2 0
31.2 9 52 2 1
31.3 5 37 4 0
31.4 4 51 1 2
31.5 2 33 1 0
31.6 3 55 1 0
31.7 3 45 0 0
31.8 8 36 1 0
31.9 3 37 0 0
32 6 47 1 0
32.1 3 32 1 0
32.2 1 29 0 2
32.3 5 39 1 2
32.4 2 29 1 0
32.5 4 39 1 0
32.6 1 34 1 1
32.7 2 46 2 3
32.8 3 55 0 1
32.9 2 43 0 0
33 2 51 1 0
33.1 1 42 0 0
33.2 9 35 2 0
33.3 1 29 0 0
33.4 2 38 0 0
33.5 6 20 1 0
33.6 4 27 2 0
33.7 0 53 0 0
33.8 1 40 1 1
33.9 2 37 1 0
34 4 24 1 0
34.1 2 25 0 0
34.2 4 39 1 0
34.3 4 30 1 0
34.4 3 17 1 0
34.5 1 37 2 1
34.6 2 33 0 2
34.7 4 33 0 1
34.8 1 23 0 1
34.9 0 29 0 0
35 5 28 2 0
35.1 3 22 0 0
35.2 2 28 0 1
35.3 3 26 2 1
35.4 3 17 0 0
35.5 4 23 0 0
35.6 0 32 1 0
35.7 3 25 2 0
35.8 4 41 0 0
35.9 1 48 0 2
36 1 34 0 0
36.1 3 28 1 1
36.2 0 29 1 0
36.3 3 54 2 1
36.4 1 20 1 0
36.5 4 49 1 0
36.6 3 25 2 1
36.7 1 40 2 0
36.8 1 33 0 0
36.9 0 18 0 0
37 4 12 0 0
37.1 2 27 1 1
37.2 1 45 0 0
37.3 3 34 1 0
37.4 0 32 1 0
37.5 2 14 0 0
37.6 5 21 2 0
37.7 1 17 1 0
37.8 0 31 0 0
37.9 2 28 2 0
38 1 20 2 0
38.1 3 38 2 0
38.2 3 32 1 0
38.3 1 13 0 0
38.4 2 17 1 0
38.5 1 32 0 0
38.6 1 18 0 0
38.7 1 23 0 0
38.8 1 25 0 0
38.9 1 32 0 0
39 1 21 1 0
39.1 2 20 0 1
39.2 3 16 1 0
39.3 0 31 1 1
39.4 1 30 0 0
39.5 1 18 2 0
39.6 1 18 3 0
39.7 1 13 2 1
39.8 4 41 0 1
39.9 0 23 0 1
40 1 30 0 0
40.1 2 19 2 0
40.2 0 15 0 0
40.3 2 23 0 0
40.4 1 24 3 3
40.5 0 18 0 0
40.6 0 30 2 0
40.7 1 19 0 0
40.8 3 16 0 0
40.9 1 20 2 0
41 2 31 0 0
41.1 1 24 0 0
41.2 4 14 0 0
41.3 1 17 1 0
41.4 2 24 0 0
41.5 0 20 0 0
41.6 4 14 0 0
41.7 2 27 1 1
41.8 2 27 0 0
41.9 0 20 0 0
42 3 22 0 0
42.1 4 32 0 0
42.2 1 35 0 0
42.3 0 23 0 0
42.4 0 17 0 0
42.5 1 26 0 0
42.6 0 19 0 0
42.7 1 26 0 0
42.8 2 17 0 0
42.9 2 17 2 0
43 2 26 0 0
43.1 0 21 1 0
43.2 3 22 0 0
43.3 0 25 1 0
43.4 0 29 0 0
43.5 0 13 0 0
43.6 0 18 0 0
43.7 4 18 2 0
43.8 4 35 0 0
43.9 1 22 0 2
44 1 22 0 0
44.1 3 19 1 0
44.2 1 21 0 0
44.3 1 12 0 0
44.4 2 13 0 0
44.5 2 22 0 0
44.6 1 13 0 0
44.7 0 25 0 0
44.8 1 24 0 0
44.9 3 13 0 0
45 0 18 0 0
45.1 2 12 1 0
45.2 1 10 0 0
45.3 2 19 1 0
45.4 0 13 0 0
45.5 3 24 0 0
45.6 2 9 0 0
45.7 2 9 0 0
45.8 5 13 2 0
45.9 2 5 1 0
46 2 19 1 0
46.1 0 13 1 2
46.2 0 11 1 0
46.3 4 11 1 0
46.4 0 15 1 0
46.5 1 18 0 0
46.6 0 20 0 0
46.7 0 13 2 0
46.8 0 13 1 0
46.9 2 14 0 0
47 0 24 2 0
47.1 1 15 1 2
47.2 1 12 1 0
47.3 0 20 0 0
47.4 0 8 0 0
47.5 0 23 0 0
47.6 3 9 0 0
47.7 0 19 1 0
47.8 1 12 0 0
47.9 2 11 0 0
48 0 19 2 0
48.1 2 8 1 0
48.2 1 7 2 0
48.3 0 15 0 0
48.4 1 23 0 0
48.5 1 18 0 0
48.6 2 16 0 0
48.7 1 7 0 0
48.8 2 22 0 0
48.9 2 11 1 0
49 0 14 1 0
49.1 0 12 0 0
49.2 1 14 0 0
49.3 0 22 0 0
49.4 3 14 0 0
49.5 0 22 0 0
49.6 0 8 0 0
49.7 1 23 1 0
49.8 1 13 1 1
49.9 0 8 0 0
50 0 19 0 0
50.1 1 13 0 0
50.2 1 17 0 0
50.3 0 17 0 0
50.4 1 8 0 0
50.5 1 1 0 0
50.6 0 19 0 0
50.7 0 7 0 0
50.8 1 9 0 0
50.9 0 9 0 0
51 3 12 0 0
51.1 0 10 0 0
51.2 2 13 0 0
51.3 0 18 0 0
51.4 0 13 0 0
51.5 0 5 0 0
51.6 0 16 1 0
51.7 0 16 0 0
51.8 0 15 0 0
51.9 3 18 0 0
52 0 18 0 0
52.1 0 22 0 0
52.2 2 21 0 0
52.3 0 6 0 0
52.4 1 11 2 0
52.5 1 10 1 0
52.6 0 17 0 0
52.7 0 13 0 1
52.8 0 7 0 0
52.9 0 7 0 0
53 0 18 0 1
53.1 0 5 0 0
53.2 0 12 0 0
53.3 1 13 0 0
53.4 2 33 1 0
53.5 1 8 0 0
53.6 1 14 1 0
53.7 0 19 0 0
53.8 0 13 0 0
53.9 0 14 0 1
54 1 8 0 0
54.1 0 15 0 0
54.2 0 19 0 0
54.3 2 16 0 0
54.4 0 16 0 0
54.5 3 15 0 0
54.6 2 12 0 0
54.7 0 25 0 0
54.8 0 11 0 0
54.9 1 10 1 0
55 2 12 0 0
55.1 1 15 0 0
55.2 0 5 0 2
55.3 1 9 0 0
55.4 0 16 0 0
55.5 0 8 1 0
55.6 0 12 0 0
55.7 0 9 1 0
55.8 0 24 0 0
55.9 0 14 0 0
56 3 16 0 0
56.1 0 10 1 0
56.2 1 22 0 0
56.3 1 6 0 0
56.4 1 12 0 0
56.5 0 6 0 0
56.6 0 29 0 0
56.7 2 14 1 0
56.8 1 18 0 0
56.9 2 9 0 0
57 0 16 0 0
57.1 1 3 0 0
57.2 0 7 0 0
57.3 1 14 0 0
57.4 1 22 0 0
57.5 0 17 0 0
57.6 0 12 0 0
57.7 1 12 0 0
57.8 0 9 0 0
57.9 1 15 0 3
58 0 11 0 0
58.1 1 11 0 0
58.2 0 21 0 2
58.3 1 8 0 0
58.4 2 5 0 0
58.5 1 21 0 0
58.6 0 8 0 0
58.7 0 12 0 0
58.8 0 12 0 0
58.9 0 9 0 0
59 0 4 2 1
59.1 1 20 0 0
59.2 0 11 0 0
59.3 1 13 0 0
59.4 0 2 0 0
59.5 0 5 0 0
59.6 1 12 0 0
59.7 1 17 0 0
59.8 0 14 0 0
59.9 3 8 0 0
60 0 14 1 0
60.1 1 11 0 0
60.2 1 7 0 0
60.3 0 11 1 0
60.4 0 18 0 0
60.5 0 8 0 0
60.6 0 12 0 0
60.7 0 14 0 0
60.8 1 20 1 0
60.9 3 7 1 0
61 0 9 1 0
61.1 0 5 0 0
61.2 0 9 1 0
61.3 0 7 0 0
61.4 1 9 0 0
61.5 1 11 0 0
61.6 0 10 0 0
61.7 0 6 0 0
61.8 0 4 0 0
61.9 0 18 0 0
62 0 5 0 0
62.1 0 11 0 0
62.2 0 4 0 0
62.3 0 15 0 0
62.4 0 6 1 0
62.5 0 9 1 0
62.6 0 4 0 0
62.7 2 5 0 0
62.8 0 9 4 0
62.9 1 9 2 0
63 2 18 0 0
63.1 0 9 0 0
63.2 1 16 1 0
63.3 0 6 0 1
63.4 0 10 0 0
63.5 1 9 0 0
63.6 0 9 0 0
63.7 0 6 0 0
63.8 0 15 0 0
63.9 0 8 0 0
64 0 11 1 0
64.1 0 6 0 0
64.2 0 6 0 0
64.3 0 13 0 0
64.4 1 5 0 0
64.5 0 13 0 0
64.6 0 10 0 0
64.7 0 18 0 0
64.8 0 2 0 0
64.9 1 7 0 0
65 2 7 0 0
65.1 0 11 0 0
65.2 1 8 0 0
65.3 0 2 0 0
65.4 0 9 0 0
65.5 0 5 0 0
65.6 1 2 0 0
65.7 0 5 0 0
65.8 2 11 0 0
65.9 0 8 0 0
66 0 11 0 0
66.1 0 6 0 0
66.2 1 15 1 0
66.3 2 10 0 0
66.4 0 3 0 0
66.5 1 12 0 0
66.6 0 4 0 0
66.7 0 4 0 0
66.8 0 20 0 0
66.9 0 2 1 0
67 0 11 0 0
67.1 0 7 0 0
67.2 0 7 0 0
67.3 1 8 0 0
67.4 1 12 0 0
67.5 1 10 0 0
67.6 0 6 1 1
67.7 2 7 0 0
67.8 0 11 0 0
67.9 0 7 0 0
68 0 4 0 0
68.1 0 9 0 0
68.2 0 4 1 0
68.3 0 8 0 0
68.4 0 1 1 0
68.5 0 6 0 0
68.6 0 18 0 0
68.7 1 10 0 0
68.8 0 6 1 0
68.9 0 5 0 0
69 0 9 0 0
69.1 0 12 1 0
69.2 1 7 0 0
69.3 0 6 2 0
69.4 1 6 0 0
69.5 0 7 0 0
69.6 0 7 0 0
69.7 1 6 0 0
69.8 0 16 0 0
69.9 1 6 0 0
70 0 8 0 0
70.1 1 5 2 0
70.2 0 17 0 0
70.3 0 7 0 0
70.4 0 10 0 0
70.5 0 8 0 0
70.6 0 16 0 0
70.7 0 4 0 0
70.8 0 7 0 0
70.9 0 5 0 0
71 0 3 0 0
71.1 0 11 0 0
71.2 0 7 0 0
71.3 1 6 0 0
71.4 0 4 0 0
71.5 1 8 0 0
71.6 0 8 1 0
71.7 0 7 0 0
71.8 1 8 0 0
71.9 0 5 0 0
72 0 8 0 0
72.1 1 10 0 0
72.2 0 2 0 0
72.3 1 12 0 0
72.4 0 17 0 0
72.5 1 8 0 0
72.6 0 1 0 0
72.7 1 6 0 0
72.8 0 7 0 0
72.9 0 3 1 0
73 0 2 0 0
73.1 1 4 0 0
73.2 1 0 0 0
73.3 0 10 0 0
73.4 0 3 1 0
73.5 1 7 2 0
73.6 1 14 0 0
73.7 1 9 0 0
73.8 1 8 0 0
73.9 0 6 0 0
74 1 9 0 0
74.1 1 7 0 0
74.2 1 8 1 0
74.3 1 4 0 0
74.4 0 3 0 0
74.5 0 3 0 0
74.6 0 5 0 0
74.7 0 8 0 0
74.8 0 16 0 0
74.9 0 4 0 0
75 0 9 0 0
75.1 0 5 0 0
75.2 1 3 0 0
75.3 0 16 0 0
75.4 1 9 0 0
75.5 0 4 0 0
75.6 0 1 0 0
75.7 0 3 0 0
75.8 0 7 0 0
75.9 0 2 0 0
76 0 6 1 0
76.1 1 7 1 0
76.2 0 2 0 0
76.3 0 13 0 1
76.4 0 14 0 0
76.5 1 10 0 0
76.6 0 8 0 0
76.7 1 8 1 0
76.8 0 3 0 0
76.9 0 8 0 0
77 0 12 0 0
77.1 0 2 0 0
77.2 0 12 0 0
77.3 0 5 0 0
77.4 0 6 0 0
77.5 1 5 1 0
77.6 0 6 0 0
77.7 0 10 0 0
77.8 0 3 0 0
77.9 0 5 0 0
78 0 9 0 0
78.1 0 7 1 0
78.2 0 3 0 0
78.3 0 5 0 0
78.4 0 11 0 0
78.5 0 8 0 0
78.6 0 2 0 0
78.7 0 3 0 0
78.8 0 7 0 0
78.9 1 7 0 0
79 1 6 0 0
79.1 1 1 0 0
79.2 0 2 0 0
79.3 0 11 0 0
79.5 0 3 0 0
79.6 0 7 0 0
79.7 0 4 0 0
79.8 0 2 0 0
79.9 0 2 0 0
80 0 0 1 0
80.1 0 2 0 0
80.2 0 8 0 0
80.3 0 12 0 0
80.4 1 8 0 0
80.5 0 4 0 0
80.6 0 8 0 0
80.7 2 2 0 0
80.8 0 2 0 0
80.9 0 6 0 0
81 0 12 0 0
81.1 1 1 0 0
81.2 0 4 0 0
81.3 0 4 0 0
81.4 0 10 0 0
81.5 0 5 0 0
81.6 0 10 0 0
81.7 1 4 0 0
81.8 2 12 0 0
81.9 1 9 1 0
82 0 6 0 0
82.1 0 8 0 0
82.2 0 6 0 0
82.3 0 1 0 0
82.4 1 1 0 0
82.5 1 3 0 0
82.6 0 4 0 0
82.7 0 1 0 0
82.8 0 2 0 0
82.9 0 1 0 0
83 0 9 0 0
83.1 1 5 0 0
83.2 0 8 1 0
83.3 0 8 0 0
83.4 0 6 0 0
83.5 0 9 0 0
83.6 0 5 0 0
83.7 1 3 0 0
83.9 0 2 0 0
84 0 4 0 0
84.1 0 10 0 0
84.2 0 3 1 0
84.3 0 5 0 3
84.4 0 5 0 0
84.5 1 6 0 0
84.6 0 11 0 0
84.7 1 6 0 0
84.8 0 10 0 0
84.9 0 10 0 0
85.1 0 9 0 0
85.2 0 7 0 0
85.3 1 2 0 0
85.4 1 1 0 0
85.5 0 4 0 0
85.6 0 8 0 0
85.7 0 7 0 0
85.8 0 5 0 0
85.9 0 8 0 0
86 0 4 0 0
86.1 0 9 0 0
86.2 0 7 0 0
86.3 0 14 0 0
86.4 0 3 0 0
86.5 0 3 0 0
86.6 0 7 0 0
86.7 0 5 0 0
86.8 0 2 0 0
86.9 1 3 0 0
87 1 1 0 0
87.1 1 6 0 1
87.2 0 1 0 0
87.3 0 2 0 0
87.4 0 4 0 0
87.5 0 3 0 0
87.6 0 1 0 0
87.7 1 4 0 0
87.8 0 7 0 0
87.9 0 11 0 0
88 1 10 0 0
88.1 1 4 0 0
88.2 0 6 0 0
88.3 0 11 0 0
88.4 0 1 0 0
88.5 0 5 0 0
88.6 0 4 0 0
88.7 0 7 0 0
88.8 1 8 0 0
88.9 0 4 0 0
89 0 6 0 0
89.1 0 5 0 0
89.2 0 3 0 0
89.3 0 9 0 0
89.4 0 1 0 0
89.5 0 12 0 0
89.6 0 12 0 0
89.7 1 9 0 0
89.9 2 6 0 0
90 0 1 0 0
90.1 0 6 0 0
90.2 0 3 0 0
90.3 0 13 0 0
90.5 0 7 0 0
90.6 0 4 0 0
90.7 0 2 0 0
90.8 0 1 1 0
90.9 0 1 0 0
91 0 7 0 0
91.1 1 14 0 0
91.2 0 2 0 0
91.3 0 2 1 0
91.4 0 5 0 0
91.5 0 3 0 0
91.6 0 7 0 0
91.7 0 10 0 0
91.8 0 5 0 0
91.9 0 4 1 0
92 0 3 1 0
92.1 0 5 0 0
92.2 0 7 0 0
92.3 0 3 0 0
92.4 0 5 0 0
92.5 0 3 0 0
92.6 0 9 0 0
92.7 1 2 0 0
92.8 0 1 0 1
92.9 0 1 0 0
93 1 1 0 0
93.1 0 2 0 0
93.2 0 4 0 0
93.3 0 8 0 0
93.4 1 7 0 0
93.5 0 5 0 0
93.6 0 3 0 0
93.7 0 1 0 0
93.9 1 6 0 0
94 0 3 0 0
94.1 0 7 0 0
94.2 0 7 0 0
94.3 1 2 0 0
94.4 0 5 1 0
94.5 0 8 0 0
94.6 1 2 0 0
94.8 0 3 0 0
94.9 0 4 0 0
95 0 7 0 0
95.1 0 6 0 0
95.2 0 1 0 0
95.3 0 2 0 0
95.4 0 6 0 0
95.5 0 2 0 0
95.6 0 8 0 0
95.7 0 3 0 0
95.8 0 2 0 0
95.9 0 2 0 0
96 0 3 0 0
96.1 0 4 0 0
96.2 1 7 0 0
96.3 0 2 0 0
96.4 0 2 0 0
96.5 0 3 0 0
96.6 0 5 0 0
96.7 0 6 0 0
96.8 0 3 0 0
96.9 0 3 0 0
97 0 5 0 0
97.1 0 9 0 0
97.2 0 7 0 0
97.3 1 3 0 0
97.4 0 3 0 0
97.5 0 9 0 0
97.6 0 8 0 0
97.7 0 6 0 0
97.8 0 5 0 0
97.9 0 4 0 0
98 0 4 0 0
98.2 0 3 0 0
98.3 1 1 0 1
98.4 0 3 0 0
98.5 1 2 0 0
98.6 0 2 0 0
98.7 0 5 0 0
98.8 0 7 0 0
98.9 0 11 1 0
99 1 3 0 0
99.1 0 8 0 0
99.2 0 8 0 0
99.3 0 3 0 0
99.4 1 3 0 3
99.5 0 4 0 0
99.6 0 4 0 0
99.7 0 1 0 0
99.8 1 3 0 0
99.9 0 9 0 0
100 0 1 0 0
100.1 0 5 0 0
100.2 0 2 0 0
100.3 0 10 0 0
100.4 0 1 1 0
100.5 0 3 0 0
100.6 0 7 0 0
100.7 0 7 0 0
100.8 0 8 0 0
100.9 0 6 1 0
101 0 2 0 0
101.1 0 3 0 0
101.2 0 7 0 0
101.4 0 2 0 0
101.5 0 7 0 0
101.6 0 5 0 0
101.7 0 4 0 0
101.8 0 4 0 0
102 0 2 0 0
102.1 0 2 0 0
102.3 0 4 0 0
102.4 0 2 0 0
102.5 0 4 0 0
102.6 0 7 0 0
102.7 0 8 0 0
102.8 0 5 0 0
102.9 1 3 0 0
103 0 1 0 0
103.1 0 4 0 0
103.2 0 5 0 0
103.3 0 1 0 0
103.4 0 1 0 0
103.5 0 6 0 0
103.6 1 2 0 0
103.7 0 1 0 0
103.8 0 3 0 0
103.9 0 10 0 0
104 0 5 0 0
104.1 0 1 0 0
104.2 0 5 0 0
104.4 0 6 0 0
104.5 0 8 0 0
104.6 0 4 0 0
104.7 2 1 0 0
104.8 0 1 0 0
105 0 5 0 0
105.1 0 1 0 0
105.2 1 1 0 0
105.3 0 7 0 0
105.4 0 6 0 0
105.6 0 1 0 0
105.7 0 4 0 0
105.8 1 4 0 0
105.9 1 11 0 0
106 0 10 0 0
106.1 1 4 0 0
106.2 0 1 0 0
106.4 0 4 0 0
106.5 1 3 0 0
106.6 0 6 0 0
106.7 0 2 0 0
106.9 0 1 0 0
107.1 0 5 0 0
107.3 0 2 0 0
107.4 0 6 0 0
107.5 0 7 0 0
107.6 0 4 0 0
107.7 0 4 0 0
107.8 1 2 0 0
107.9 1 3 1 0
108 0 1 0 0
108.1 0 6 0 0
108.2 0 4 0 0
108.3 1 0 0 0
108.4 0 11 0 0
108.5 0 3 0 0
108.6 0 4 0 0
108.7 0 4 0 0
108.8 0 4 0 0
108.9 0 3 0 0
109 1 2 0 0
109.1 0 2 0 0
109.2 0 1 0 0
109.3 0 8 0 0
109.4 0 4 0 0
109.5 0 3 0 0
109.6 0 4 0 0
109.7 0 2 0 0
109.8 0 3 0 0
109.9 0 3 1 0
110 0 4 0 0
110.1 0 3 0 0
110.2 0 6 0 0
110.3 0 6 0 0
110.4 0 11 0 0
110.5 0 3 0 0
110.6 0 1 0 0
110.7 0 2 0 0
110.8 0 1 0 0
111 0 4 1 0
111.1 0 4 0 0
111.2 0 3 0 0
111.3 0 12 0 0
111.4 0 3 0 0
111.5 0 6 0 0
111.6 0 3 0 0
111.7 0 1 0 0
111.8 0 2 0 0
111.9 0 5 0 0
112 0 2 0 0
112.1 0 1 0 0
112.3 1 3 0 0
112.4 0 4 0 0
112.5 0 1 0 0
112.6 1 5 0 0
112.7 0 3 0 0
112.8 0 7 0 0
112.9 0 4 0 0
113 1 2 0 0
113.1 0 3 1 0
113.2 1 0 0 0
113.3 0 4 0 0
113.4 0 5 0 0
113.7 0 6 0 0
113.8 0 4 0 0
113.9 1 4 0 0
114 0 4 1 0
114.1 0 3 0 0
114.2 0 4 0 0
114.3 0 2 0 0
114.5 0 1 0 0
114.6 0 3 1 0
114.7 0 1 0 0
114.8 0 6 0 0
115 1 0 0 0
115.1 0 2 0 0
115.2 0 3 0 0
115.3 0 1 0 0
115.4 0 5 0 0
115.5 0 3 0 0
115.6 0 3 0 1
115.7 0 1 0 0
115.8 0 3 0 0
115.9 0 1 0 0
116 0 5 0 0
116.1 0 3 0 0
116.2 0 3 0 0
116.3 0 1 0 0
116.4 0 1 0 0
116.5 0 2 0 0
116.6 0 3 0 0
116.7 0 6 0 0
116.8 0 2 0 0
116.9 0 3 0 0
117 0 6 0 0
117.1 0 1 0 0
117.3 1 2 0 0
117.4 0 8 0 0
117.5 0 2 0 0
117.6 0 1 0 0
117.7 0 3 0 0
117.9 0 2 0 0
118 0 2 0 0
118.1 0 3 0 0
118.2 1 4 0 0
118.3 0 2 0 0
118.4 0 1 0 0
118.5 0 3 0 0
118.6 0 8 0 0
118.7 0 2 0 0
118.8 0 4 0 0
118.9 0 4 0 0
119 0 1 0 0
119.1 0 4 0 0
119.2 0 3 0 0
119.3 0 2 0 0
119.4 0 3 0 0
119.5 0 4 0 0
119.6 0 9 0 0
119.7 1 9 0 0
119.8 0 3 1 0
119.9 0 1 0 0
120 0 6 0 0
120.1 0 5 0 0
120.2 0 12 0 0
120.4 0 3 0 0
120.5 0 3 0 0
