bin valid fake clones missed
38 0 4 1 0
38.1 1 2 1 0
38.2 1 8 0 0
38.3 0 2 0 0
38.4 0 5 0 0
38.5 0 8 0 0
38.6 0 5 0 0
38.7 1 5 0 0
38.8 0 2 0 0
38.9 0 6 0 0
39 0 5 0 0
39.1 0 4 0 1
39.2 0 3 0 0
39.3 0 4 0 1
39.4 1 6 0 0
39.5 0 5 1 0
39.6 0 5 2 0
39.7 0 1 1 0
39.8 3 3 0 0
39.9 0 6 0 0
40 0 9 0 0
40.1 0 4 0 0
40.2 0 2 0 0
40.3 1 1 0 0
40.4 0 1 1 1
40.5 0 3 0 0
40.6 0 4 0 0
40.7 0 2 0 0
40.8 1 1 0 0
40.9 0 4 0 0
41 1 10 0 0
41.1 0 6 0 0
41.2 1 2 0 0
41.3 1 5 1 0
41.4 1 6 0 0
41.5 0 4 0 0
41.6 2 2 0 0
41.7 0 2 1 1
41.8 0 4 0 0
41.9 0 4 0 0
42 1 3 0 0
42.1 0 4 0 0
42.2 1 10 0 0
42.3 0 6 0 0
42.4 0 1 0 0
42.5 0 6 0 0
42.6 0 5 0 0
42.7 1 6 0 0
42.8 0 1 0 0
42.9 1 3 2 0
43 1 4 0 0
43.1 0 6 0 0
43.2 0 6 0 0
43.3 0 6 0 0
43.4 0 11 0 0
43.5 0 1 0 0
43.6 0 2 0 0
43.7 2 4 1 0
43.8 0 1 0 0
43.9 0 7 0 0
44 0 2 0 0
44.1 1 4 1 0
44.2 0 2 0 0
44.3 0 3 0 0
44.4 0 4 0 0
44.5 1 6 0 0
44.6 0 1 0 0
44.7 0 6 0 0
44.8 1 2 0 0
44.9 1 5 0 0
45 0 5 0 0
45.1 0 1 1 0
45.2 0 4 0 0
45.3 1 2 0 0
45.5 0 2 0 0
45.7 1 2 0 0
45.8 0 2 0 0
45.9 0 1 0 0
46 0 7 0 0
46.1 0 3 0 1
46.2 0 3 1 0
46.3 2 1 0 0
46.4 0 4 0 0
46.5 1 3 0 0
46.6 0 6 0 0
46.7 0 4 0 0
46.8 0 2 1 0
47 0 5 1 0
47.1 0 3 0 0
47.2 1 3 1 0
47.3 0 3 0 0
47.4 0 1 0 0
47.5 0 5 0 0
47.6 0 1 0 0
47.8 1 2 0 0
47.9 0 2 0 0
48 0 3 0 0
48.1 1 2 0 0
48.2 1 1 0 0
48.3 0 2 0 0
48.4 0 6 0 0
48.5 0 8 0 0
48.6 0 4 0 0
48.8 0 2 0 0
48.9 1 3 0 0
49 0 4 0 0
49.1 0 3 0 0
49.2 0 1 0 0
49.3 0 3 0 0
49.4 2 4 0 0
49.5 0 6 0 0
49.7 0 2 1 0
50 0 2 0 0
50.1 1 1 0 0
50.2 1 2 0 0
50.3 0 6 0 0
50.4 0 2 0 0
50.6 0 5 0 0
50.7 0 2 0 0
50.8 1 3 0 0
50.9 0 1 0 0
51 1 1 0 0
51.1 0 2 0 0
51.2 0 1 0 0
51.3 0 6 0 0
51.4 0 3 0 0
51.5 0 1 0 0
51.6 0 2 0 0
51.7 0 1 0 0
51.8 0 3 0 0
51.9 2 6 0 0
52 0 2 0 0
52.1 0 7 0 0
52.2 1 2 0 0
52.4 0 4 0 0
52.5 0 1 0 0
52.6 0 3 0 0
52.7 0 1 0 0
52.8 0 1 0 0
52.9 0 1 0 0
53 0 8 0 0
53.2 0 1 0 0
53.3 0 3 0 0
53.4 0 3 0 0
53.5 0 1 0 0
53.6 0 2 1 0
53.7 0 3 0 0
53.9 0 1 0 0
54 1 2 0 0
54.1 0 4 0 0
54.2 0 1 0 0
54.3 0 4 0 0
54.4 0 3 0 0
54.5 0 3 0 0
54.7 0 5 0 0
54.8 0 1 0 0
54.9 0 1 0 0
55 0 2 0 0
55.1 0 3 0 0
55.3 1 1 0 0
55.4 0 2 0 0
55.5 0 1 0 0
55.6 0 1 0 0
55.8 0 3 0 0
55.9 0 2 0 0
56 2 3 0 0
56.1 0 1 0 0
56.2 0 1 0 0
56.3 1 1 0 0
56.4 0 4 0 0
56.5 0 2 0 0
56.6 0 2 0 0
56.7 1 2 1 0
56.8 0 4 0 0
56.9 1 1 0 0
57 0 6 0 0
57.2 0 2 0 0
57.3 0 2 0 0
57.4 0 9 0 0
57.5 0 4 0 0
57.6 0 5 0 0
57.7 0 2 0 0
57.8 0 3 0 0
57.9 0 3 0 1
58 0 1 0 0
58.1 0 3 0 0
58.2 0 3 0 0
58.3 0 1 0 0
58.4 0 2 0 0
58.5 0 4 0 0
58.6 0 3 0 0
58.7 0 1 0 0
58.8 0 2 0 0
58.9 0 1 0 0
59 0 1 0 0
59.1 0 3 0 0
59.2 0 2 0 0
59.3 0 1 0 0
59.4 0 1 0 0
59.6 0 2 0 0
59.7 0 1 0 0
59.8 0 1 0 0
59.9 0 1 0 0
60 0 3 1 0
60.1 0 1 0 0
60.2 0 1 0 0
60.3 0 4 0 0
60.4 0 2 0 0
60.5 0 1 0 0
60.6 0 2 0 0
60.7 0 2 0 0
60.8 0 7 0 0
60.9 1 0 0 0
61 0 3 0 0
61.3 0 1 0 0
61.4 1 2 0 0
61.5 1 4 0 0
61.6 0 2 0 0
61.7 0 1 0 0
61.8 0 1 0 0
61.9 0 3 0 0
62.1 0 1 0 0
62.2 0 1 0 0
62.3 0 1 0 0
62.4 0 1 0 0
62.5 0 1 1 0
62.6 0 1 0 0
62.8 0 3 0 0
62.9 0 3 0 0
63 0 3 0 0
63.1 0 3 0 0
63.2 0 4 1 0
63.3 0 2 0 0
63.4 0 2 0 0
63.7 0 1 0 0
63.8 0 1 0 0
63.9 0 1 0 0
64 0 3 1 0
64.1 0 3 0 0
64.3 0 2 0 0
64.4 0 1 0 0
64.5 0 1 0 0
64.6 0 1 0 0
64.7 0 6 0 0
64.9 0 1 0 0
65 0 1 0 0
65.1 0 3 0 0
65.2 0 2 0 0
65.3 0 1 0 0
65.4 0 3 0 0
65.5 0 1 0 0
65.7 0 1 0 0
65.8 1 0 0 0
66 0 1 0 0
66.3 0 1 0 0
66.5 0 3 0 0
66.6 0 1 0 0
66.7 0 1 0 0
66.8 0 2 0 0
66.9 0 1 0 0
67 0 2 0 0
67.1 0 1 0 0
67.3 0 2 0 0
67.4 1 1 0 0
67.6 0 1 1 0
67.7 0 1 0 0
67.8 0 2 0 0
67.9 0 1 0 0
68 0 1 0 0
68.1 0 1 0 0
68.2 0 3 0 0
68.3 0 3 0 0
68.5 0 1 0 0
68.6 0 4 0 0
68.7 0 1 0 0
68.9 0 1 0 0
69 0 2 0 0
69.1 0 1 0 0
69.2 0 1 0 0
69.3 0 1 0 0
69.4 0 1 0 0
69.6 0 1 0 0
69.7 0 2 0 0
69.8 0 3 0 0
69.9 0 1 0 0
70.1 0 0 1 0
70.2 0 4 0 0
70.3 0 2 0 0
70.4 0 3 0 0
70.5 0 2 0 0
70.6 0 3 0 0
70.7 0 1 0 0
70.8 0 2 0 0
71 0 1 0 0
71.1 0 1 0 0
71.2 0 2 0 0
71.3 0 1 0 0
71.5 0 1 0 0
71.8 0 2 0 0
71.9 0 1 0 0
72 0 2 0 0
72.1 0 3 0 0
72.2 0 1 0 0
72.3 1 3 0 0
72.4 0 3 0 0
72.5 0 1 0 0
72.6 0 1 0 0
72.7 0 1 0 0
73 0 1 0 0
73.1 1 1 0 0
73.2 1 0 0 0
73.3 0 2 0 0
73.4 0 1 0 0
73.5 0 1 2 0
73.6 1 0 0 0
73.7 0 3 0 0
73.8 1 1 0 0
73.9 0 1 0 0
74 1 1 0 0
74.1 0 2 0 0
74.2 0 2 0 0
74.4 0 1 0 0
74.7 0 2 0 0
74.9 0 1 0 0
75 0 2 0 0
75.1 0 2 0 0
75.3 0 1 0 0
75.4 0 2 0 0
75.5 0 1 0 0
75.7 0 2 0 0
76.1 1 2 0 0
76.3 0 2 0 1
76.4 0 4 0 0
76.5 0 1 0 0
77 0 3 0 0
77.1 0 1 0 0
77.2 0 2 0 0
77.3 0 3 0 0
77.4 0 2 0 0
77.5 0 2 0 0
77.6 0 2 0 0
77.7 0 6 0 0
77.9 0 2 0 0
78 0 1 0 0
78.1 0 3 0 0
78.5 0 1 0 0
78.9 1 4 0 0
79.1 0 1 0 0
79.3 0 3 0 0
79.5 0 1 0 0
80 0 0 1 0
80.2 0 3 0 0
80.3 0 1 0 0
80.4 0 1 0 0
80.7 0 1 0 0
80.8 0 1 0 0
80.9 0 3 0 0
81.1 0 1 0 0
81.4 0 2 0 0
81.5 0 1 0 0
81.6 0 3 0 0
81.8 0 2 0 0
81.9 0 3 0 0
82.4 1 1 0 0
82.8 0 2 0 0
82.9 0 1 0 0
83 0 3 0 0
83.1 0 1 0 0
83.2 0 4 0 0
83.3 0 3 0 0
83.4 0 1 0 0
83.5 0 2 0 0
84 0 1 0 0
84.1 0 1 0 0
84.2 0 1 0 0
84.3 0 0 0 1
84.5 0 1 0 0
84.6 0 2 0 0
84.7 0 2 0 0
84.8 0 3 0 0
84.9 0 3 0 0
85.2 0 2 0 0
85.3 1 1 0 0
85.5 0 1 0 0
85.6 0 1 0 0
85.7 0 1 0 0
85.8 0 1 0 0
85.9 0 5 0 0
86.1 0 2 0 0
86.3 0 2 0 0
86.6 0 2 0 0
86.9 0 1 0 0
87 0 1 0 0
87.1 0 1 0 1
87.3 0 1 0 0
87.4 0 1 0 0
87.5 0 1 0 0
88 0 2 0 0
88.1 0 1 0 0
88.2 0 1 0 0
88.3 0 3 0 0
88.4 0 1 0 0
88.8 0 1 0 0
88.9 0 1 0 0
89 0 2 0 0
89.1 0 2 0 0
89.3 0 1 0 0
89.5 0 3 0 0
89.6 0 2 0 0
89.7 0 3 0 0
90.1 0 1 0 0
90.2 0 1 0 0
90.3 0 3 0 0
90.5 0 2 0 0
90.6 0 1 0 0
90.8 0 0 1 0
90.9 0 1 0 0
91 0 1 0 0
91.1 0 2 0 0
91.4 0 1 0 0
91.6 0 1 0 0
91.7 0 5 0 0
91.8 0 2 0 0
91.9 0 1 0 0
92.1 0 1 0 0
92.2 0 1 0 0
92.6 0 3 0 0
92.7 0 1 0 0
93.3 0 1 0 0
93.4 0 2 0 0
93.5 0 1 0 0
94 0 1 0 0
94.1 0 1 0 0
94.2 0 1 0 0
94.3 0 1 0 0
94.5 0 5 0 0
94.8 0 1 0 0
95 0 1 0 0
95.1 0 3 0 0
95.5 0 1 0 0
95.6 0 4 0 0
95.7 0 1 0 0
95.8 0 1 0 0
96 0 2 0 0
96.1 0 1 0 0
96.2 0 2 0 0
96.3 0 2 0 0
96.4 0 1 0 0
96.6 0 1 0 0
96.7 0 1 0 0
96.8 0 2 0 0
97.1 0 1 0 0
97.4 0 1 0 0
97.5 0 2 0 0
97.6 0 2 0 0
97.7 0 2 0 0
97.9 0 2 0 0
98 0 1 0 0
98.4 0 1 0 0
98.5 1 0 0 0
98.7 0 1 0 0
98.8 0 1 0 0
98.9 0 1 0 0
99 0 1 0 0
99.2 0 2 0 0
99.4 0 0 0 1
99.5 0 1 0 0
100.1 0 1 0 0
100.5 0 1 0 0
100.6 0 2 0 0
100.7 0 2 0 0
100.8 0 2 0 0
100.9 0 1 0 0
101 0 1 0 0
101.1 0 1 0 0
101.2 0 2 0 0
101.6 0 1 0 0
101.7 0 1 0 0
101.8 0 1 0 0
102.3 0 1 0 0
102.8 0 1 0 0
102.9 1 0 0 0
103.2 0 1 0 0
103.5 0 1 0 0
103.6 0 2 0 0
103.8 0 1 0 0
103.9 0 2 0 0
104.2 0 1 0 0
104.4 0 2 0 0
104.5 0 1 0 0
104.6 0 1 0 0
104.8 0 1 0 0
105 0 1 0 0
105.2 1 0 0 0
105.3 0 1 0 0
105.4 0 1 0 0
105.7 0 1 0 0
105.8 0 1 0 0
105.9 0 4 0 0
106 0 3 0 0
106.1 0 1 0 0
106.4 0 3 0 0
106.5 0 3 0 0
106.6 0 1 0 0
106.9 0 1 0 0
107.1 0 1 0 0
107.4 0 1 0 0
107.5 0 1 0 0
107.6 0 1 0 0
107.7 0 1 0 0
107.9 0 1 0 0
108 0 1 0 0
108.1 0 1 0 0
108.2 0 2 0 0
108.3 1 0 0 0
108.4 0 3 0 0
108.5 0 1 0 0
108.7 0 1 0 0
108.8 0 2 0 0
108.9 0 1 0 0
109 1 0 0 0
109.5 0 1 0 0
109.8 0 2 0 0
110.1 0 1 0 0
110.2 0 2 0 0
110.7 0 2 0 0
111 0 2 0 0
111.1 0 1 0 0
111.2 0 2 0 0
111.3 0 4 0 0
111.5 0 2 0 0
111.7 0 1 0 0
111.8 0 1 0 0
111.9 0 1 0 0
112.1 0 1 0 0
112.5 0 1 0 0
112.6 0 1 0 0
112.8 0 2 0 0
112.9 0 1 0 0
113.1 0 2 0 0
113.9 1 1 0 0
114 0 1 1 0
114.2 0 1 0 0
114.5 0 1 0 0
115 1 0 0 0
115.2 0 1 0 0
115.6 0 2 0 0
115.9 0 1 0 0
116.1 0 2 0 0
116.3 0 1 0 0
116.6 0 1 0 0
116.7 0 2 0 0
117 0 1 0 0
117.4 0 1 0 0
117.5 0 1 0 0
118 0 1 0 0
118.1 0 1 0 0
118.2 0 1 0 0
118.6 0 2 0 0
118.8 0 1 0 0
119.6 0 1 0 0
119.7 0 2 0 0
119.8 0 1 0 0
120 0 1 0 0
120.1 0 1 0 0
120.2 0 2 0 0
120.5 0 1 0 0
121.2 0 1 0 0
121.3 0 1 0 0
121.6 0 1 0 0
121.8 0 2 0 0
122.2 0 1 0 0
122.5 0 2 0 0
122.6 0 1 0 0
122.7 0 1 0 0
122.8 0 1 0 0
122.9 0 1 0 0
123.1 0 1 0 0
123.5 0 2 0 0
123.8 0 2 0 0
124 0 1 0 0
124.1 0 1 0 0
124.5 1 0 0 0
124.7 0 1 0 0
124.8 0 2 0 0
125.2 0 1 0 0
125.3 0 1 0 0
126.4 0 1 0 0
127.1 0 2 0 0
127.2 0 1 0 0
127.3 0 1 0 0
127.4 0 1 0 0
127.7 0 1 0 0
127.8 0 2 0 0
128.3 0 1 0 0
128.4 0 3 0 0
128.5 0 1 0 0
128.6 0 2 0 0
129.2 0 3 0 0
129.3 0 2 0 0
129.4 0 1 0 0
130.2 0 2 0 0
130.3 0 1 0 0
130.4 0 1 0 0
130.5 0 2 0 0
130.6 0 1 0 0
130.8 0 1 0 0
131.2 0 1 0 0
131.3 0 1 0 0
131.4 0 1 0 0
131.5 0 1 0 0
131.6 0 2 0 0
131.7 0 1 0 0
132.7 0 1 0 0
133.1 0 1 0 0
133.2 0 1 0 0
133.3 0 1 0 0
133.6 0 0 1 0
133.8 0 1 0 0
133.9 0 1 0 0
134.2 0 1 0 0
135.3 0 1 0 0
135.6 0 1 0 0
135.7 0 1 0 0
136 0 1 0 0
136.2 0 2 0 0
137.4 0 1 0 0
139.2 0 1 0 0
139.3 0 1 0 0
139.4 0 1 0 0
140 0 1 0 0
140.7 0 1 0 0
141.7 0 1 0 0
141.9 0 1 0 0
142 0 2 0 0
142.1 0 1 0 0
142.3 0 1 0 0
142.5 0 1 0 0
142.6 0 1 0 0
142.8 0 1 0 0
143 0 1 0 0
143.3 0 1 0 0
143.5 0 1 0 0
143.9 0 1 0 0
144.3 0 2 0 0
144.6 0 1 0 0
144.8 0 2 0 0
144.9 0 1 0 0
145.1 0 1 0 0
145.5 0 1 0 0
145.6 0 1 0 0
145.8 0 1 0 0
147.2 0 1 0 0
147.9 0 1 0 0
148 0 1 0 0
148.7 0 2 0 0
148.9 0 1 0 0
149 0 2 0 0
149.2 0 1 0 0
149.6 0 2 0 0
149.7 0 1 0 0
149.8 0 1 0 0
149.9 0 1 0 0
150.4 0 1 0 0
151 0 1 0 0
151.1 0 2 0 0
151.2 0 0 1 0
151.7 0 1 0 0
151.9 0 1 0 0
152.4 0 2 0 0
153 0 1 0 0
153.1 0 1 0 0
153.3 0 1 0 0
153.7 0 1 0 0
153.9 0 1 0 0
154.3 0 1 0 0
154.4 0 2 0 0
154.5 0 1 1 0
154.6 0 1 0 0
155.3 0 1 0 0
156.1 0 2 0 0
156.3 0 1 0 0
157.8 0 1 0 0
158.2 0 1 0 0
158.6 0 1 0 0
158.7 0 1 0 0
158.8 0 1 0 0
160.8 0 1 0 0
160.9 0 0 1 0
161 0 1 0 0
161.2 0 1 0 0
161.6 0 2 0 0
161.7 0 1 0 0
161.9 0 1 0 0
162.2 0 1 0 0
162.7 0 1 0 0
163.1 0 1 0 0
163.4 0 1 0 0
163.9 0 1 0 0
164.1 0 1 0 0
164.4 0 1 0 0
165 1 0 0 0
165.7 0 1 0 0
165.8 0 1 0 0
166.2 0 1 0 0
167 0 1 0 0
167.2 0 1 0 0
167.4 0 1 0 0
167.5 0 1 0 0
167.8 0 1 0 0
168.4 0 1 0 0
168.5 0 1 0 0
168.7 0 1 0 0
170.3 0 2 0 0
170.6 0 1 0 0
171.1 0 1 0 0
171.7 0 1 0 0
172.5 0 1 0 0
172.7 0 1 0 0
173.3 0 1 0 0
173.7 0 1 0 0
174 0 1 0 0
174.3 0 1 0 0
176.8 0 1 0 0
177.7 0 1 0 0
179.1 0 1 0 0
180.3 0 3 0 0
180.4 0 1 0 0
180.5 0 1 0 0
181.8 1 0 0 0
182.3 0 1 0 0
182.7 0 1 0 0
182.9 0 1 0 0
183.3 0 1 0 0
184.1 0 1 0 0
184.8 0 1 0 0
184.9 0 1 0 0
185.1 0 1 0 0
185.6 0 2 0 0
185.7 0 1 0 0
186.5 0 1 0 0
186.7 0 2 0 0
188 0 1 0 0
188.1 0 1 0 0
188.2 0 1 0 0
189 0 1 0 0
189.1 0 1 0 0
189.4 0 1 0 0
190 0 1 0 0
190.4 0 1 0 0
190.9 0 1 0 0
191.3 0 1 0 0
191.7 0 1 0 0
193.2 0 1 0 0
193.3 0 1 0 0
195.5 0 1 0 0
196.6 0 1 0 0
196.9 0 1 0 0
198.4 0 1 0 0
199.5 0 1 0 0
200.1 0 2 0 0
200.3 0 2 0 0
200.7 0 1 0 0
201.6 0 1 0 0
201.8 0 1 0 0
203 0 1 0 0
203.3 0 1 0 0
205.2 0 1 0 0
205.4 0 1 0 0
207.4 0 1 0 0
208 0 1 0 0
208.9 0 1 0 0
209.4 0 1 0 0
209.7 0 1 0 0
210.2 0 1 0 0
210.3 0 1 0 0
210.6 0 2 0 0
210.8 0 1 0 0
211.3 0 2 0 0
211.9 0 1 0 0
212.7 0 1 0 0
212.9 0 1 0 0
213.1 0 1 0 0
213.4 0 1 0 0
213.7 0 1 0 0
213.8 0 1 0 0
214.7 0 1 0 0
215.4 0 1 0 0
216 0 1 0 0
216.1 0 1 0 0
217.4 0 1 0 0
217.7 0 0 0 1
218.7 0 1 0 0
219 0 0 1 0
219.4 0 1 0 0
221 0 1 0 0
221.3 0 1 0 0
221.5 0 1 0 0
221.7 0 1 0 0
223.2 0 1 0 0
223.7 0 1 0 0
223.9 0 1 0 0
225 0 1 0 0
225.1 0 1 0 0
226.4 0 1 0 0
